,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-12,0,0,0.00,0,0,1.0,1,0,0,0,1,2,2.00
1,April,0,0,0.00,0,0,1.0,1,0,0,0,1,2,2.00
2,2021-05-11,0,0,0.00,0,0,1.0,0,0,0,0,0,1,1.00
3,2021-05-21,0,0,0.00,0,0,1.0,1,0,0,0,0,1,1.00
4,2021-05-29,0,0,0.00,0,0,1.0,1,0,0,0,0,2,1.00
5,2021-05-30,0,0,0.00,0,0,1.1,1,0,0,0,0,1,0.94
6,May,0,0,0.00,0,0,4.1,3,0,0,0,0,5,0.69
7,2021-06-02,0,0,0.00,0,0,0.2,1,0,0,0,0,0,1.00
8,2021-06-03,0,0,0.00,0,0,1.0,0,0,0,0,1,1,1.00
9,2021-06-04,0,0,0.00,0,0,1.0,1,0,0,0,1,1,1.13
10,2021-06-18,0,0,0.00,0,0,2.0,1,0,0,0,3,5,1.30
11,2021-06-21,0,0,0.00,0,0,1.0,0,0,0,0,0,3,1.18
12,2021-06-26,0,0,0.00,0,0,1.1,0,0,0,0,0,3,1.05
13,2021-06-29,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.98
14,2021-06-30,0,0,0.00,0,0,1.0,0,0,0,0,2,1,1.05
15,June,0,0,0.00,0,0,9.0,3,0,0,0,7,15,1.11
16,2021-07-03,0,0,0.00,0,0,0.2,0,0,0,0,1,2,1.07
17,2021-07-06,0,0,0.00,0,0,2.0,3,0,0,0,1,4,1.18
18,July,0,0,0.00,0,0,2.2,3,0,0,0,2,6,1.88
