,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-06-13,0,0,0.00,2.0,1,0,0,1,2,1.00
1,2021-06-15,1,0,0.00,1.0,0,0,0,0,0,0.67
2,2021-06-16,0,0,0.00,1.0,0,0,0,1,1,0.75
3,2021-06-19,0,0,0.00,1.0,0,0,0,0,1,0.60
4,2021-06-20,0,0,0.00,1.0,0,0,0,0,1,0.50
5,2021-06-22,0,0,0.00,1.0,2,0,0,0,2,0.71
6,2021-06-27,0,0,1.13,1.0,2,1,0,1,1,1.00
7,2021-06-28,0,0,1.04,0.2,0,0,0,0,0,0.92
8,June,1,0,1.04,8.2,5,1,0,3,8,0.92
9,2021-07-02,0,0,2.79,1.0,2,2,2,0,1,1.03
10,2021-07-05,0,0,4.22,1.0,2,2,0,1,0,1.22
11,2021-07-16,0,0,3.86,1.0,1,0,0,0,1,1.20
12,2021-07-19,0,0,3.46,1.1,0,0,0,0,0,1.08
13,2021-07-20,1,0,3.21,1.0,0,0,0,0,2,1.00
14,2021-07-23,0,1,4.20,1.0,2,2,1,0,0,1.07
15,July,1,1,8.53,6.1,7,6,3,1,4,1.26
