,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-06,0,0,3.00,1,0,6.0,4,4,2,1,1,8,0.83
1,2021-04-11,0,0,5.73,1,0,5.0,5,5,5,2,0,3,0.91
2,2021-04-25,0,1,7.20,1,0,4.0,6,6,5,3,2,4,1.20
3,2021-04-30,0,1,8.05,1,0,4.0,7,6,5,3,4,3,1.53
4,April,0,2,8.05,4,0,19.0,22,21,17,9,7,18,1.53
5,2021-05-06,1,0,6.12,1,0,6.0,4,1,0,0,4,4,1.48
6,2021-05-14,1,0,5.23,1,0,6.0,4,1,1,0,1,4,1.35
7,2021-05-20,0,0,5.11,1,0,6.0,6,3,3,2,1,7,1.32
8,2021-05-26,0,1,5.95,1,0,5.1,5,7,7,2,1,4,1.30
9,May,2,1,4.24,4,0,23.1,19,12,11,4,7,19,1.11
10,2021-06-02,0,0,5.98,1,0,4.1,7,3,3,1,2,6,1.37
11,2021-06-08,0,0,5.82,1,0,4.1,5,3,2,1,3,0,1.41
12,2021-06-13,1,0,5.63,1,0,5.0,6,2,2,0,1,6,1.41
13,2021-06-20,1,0,5.11,1,0,5.2,1,0,0,0,3,5,1.35
14,2021-06-25,1,0,4.79,1,0,6.0,6,1,1,0,0,3,1.32
15,June,3,0,2.84,5,0,25.1,25,9,8,2,9,20,1.34
16,2021-07-02,1,0,4.42,1,0,5.2,3,0,0,0,2,7,1.28
17,2021-07-07,1,0,4.48,1,0,5.0,9,3,3,1,3,4,1.35
18,2021-07-18,0,0,4.50,1,0,5.2,4,3,3,1,2,6,1.33
19,2021-07-24,0,0,4.30,1,0,4.0,3,0,0,0,3,3,1.34
20,2021-07-29,0,0,4.40,1,0,4.0,9,3,3,1,1,6,1.39
21,July,2,0,3.33,5,0,24.1,28,9,9,3,11,26,1.60
22,2021-08-04,0,0,4.50,1,0,4.0,6,3,3,1,1,2,1.41
23,2021-08-10,1,0,4.41,1,0,6.0,2,2,2,1,2,7,1.36
24,2021-08-15,0,0,4.50,1,0,4.0,6,3,3,0,1,4,1.38
25,2021-08-21,1,0,4.54,1,0,5.0,5,3,3,3,0,8,1.36
26,2021-08-30,0,1,4.75,1,0,4.2,9,5,5,4,0,5,1.38
27,August,2,1,6.08,5,0,23.2,28,16,16,9,4,26,1.35
28,2021-09-04,0,0,4.71,0,0,1.0,0,0,0,0,0,1,1.37
29,2021-09-08,0,0,4.74,0,0,1.0,3,1,1,0,0,0,1.39
30,2021-09-18,0,0,4.70,0,0,1.0,1,0,0,0,0,0,1.38
31,2021-09-21,1,0,4.65,0,0,3.1,4,1,1,0,0,4,1.38
32,2021-09-26,0,0,4.58,0,0,1.2,2,0,0,0,1,0,1.38
33,September,1,0,2.25,0,0,8.0,10,2,2,0,1,5,1.38
34,2021-10-02,1,0,4.48,0,0,3.0,1,0,0,0,2,3,1.37
35,October,1,0,0.00,0,0,3.0,1,0,0,0,2,3,1.00
