,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-03,0,1,3.60,5.0,6,2,0,1,8,1.40
1,2021-04-06,0,0,3.00,1.0,1,0,0,0,2,1.33
2,2021-04-18,0,1,4.35,4.1,7,3,1,0,2,1.45
3,April,0,2,4.35,10.1,14,5,1,1,12,1.45
4,2021-07-16,0,0,3.38,3.0,1,0,0,1,3,1.28
5,2021-07-22,0,0,2.50,4.2,2,0,0,2,8,1.17
6,2021-07-28,0,0,2.45,4.0,2,1,0,1,7,1.09
7,July,0,0,0.77,11.2,5,1,0,4,18,0.77
8,2021-08-07,0,0,2.45,3.2,3,1,0,2,6,1.13
9,2021-08-12,0,1,2.93,5.0,6,3,1,0,8,1.14
10,2021-08-17,0,0,3.12,4.0,5,2,0,0,2,1.15
11,2021-08-24,0,0,3.43,4.2,8,3,0,1,6,1.25
12,2021-08-29,0,0,3.63,5.1,1,3,1,4,3,1.21
13,August,0,1,4.76,22.2,23,12,2,7,25,1.32
14,2021-09-04,0,0,3.26,5.0,3,0,0,0,7,1.15
15,2021-09-10,0,1,3.54,3.2,4,3,1,3,1,1.20
16,2021-09-15,0,0,3.75,4.1,4,3,0,1,7,1.20
17,2021-09-18,1,0,3.58,2.2,1,0,0,0,3,1.16
18,2021-09-25,0,1,3.77,1.2,0,2,0,4,3,1.19
19,2021-09-28,0,0,3.80,2.0,3,1,0,1,3,1.22
20,September,1,2,4.19,19.1,15,9,1,9,24,1.24
21,2021-10-02,0,0,3.52,5.0,0,0,0,0,8,1.13
22,October,0,0,0.00,5.0,0,0,0,0,8,0.00
