,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-24,0,0,0.00,0.1,0,0,0,0,0,0.00
1,2020-07-26,0,0,0.00,1.0,1,0,0,2,1,2.25
2,July,0,0,0.00,1.1,1,0,0,2,1,2.25
3,2020-08-04,0,0,0.00,1.0,0,0,0,1,1,1.71
4,2020-08-06,0,0,0.00,1.0,0,0,0,0,2,1.20
5,2020-08-11,0,0,0.00,1.0,1,0,0,0,0,1.15
6,2020-08-12,0,0,3.60,0.2,2,2,2,0,1,1.40
7,2020-08-15,0,0,3.00,1.0,1,0,0,0,1,1.33
8,2020-08-18,0,0,2.70,0.2,2,0,0,0,2,1.50
9,2020-08-21,0,0,2.35,1.0,0,0,0,0,1,1.30
10,2020-08-22,0,0,2.25,0.1,0,0,0,1,0,1.38
11,2020-08-24,0,0,2.08,0.2,0,0,0,0,0,1.27
12,2020-08-25,0,0,1.86,1.0,1,0,0,0,0,1.24
13,2020-08-28,0,0,1.80,0.1,1,0,0,0,1,1.30
14,August,0,0,2.08,8.2,8,2,2,2,9,1.15
15,2020-09-02,0,0,1.64,1.0,1,0,0,0,0,1.27
16,2020-09-06,0,0,1.50,1.0,0,0,0,0,1,1.17
17,2020-09-07,0,0,1.38,1.0,0,0,0,1,1,1.15
18,2020-09-11,0,0,1.93,1.0,3,1,0,1,2,1.36
19,2020-09-14,0,0,2.40,1.0,1,1,1,0,1,1.33
20,2020-09-16,0,0,2.35,0.1,0,0,0,0,1,1.30
21,2020-09-18,0,0,2.20,1.0,0,0,0,0,2,1.22
22,2020-09-19,0,0,2.12,0.2,1,0,0,0,0,1.24
23,2020-09-24,0,0,3.18,0.0,2,2,0,1,0,1.41
24,2020-09-25,1,0,3.00,1.0,0,0,0,1,0,1.39
25,September,1,0,4.50,8.0,8,4,1,4,8,1.50
