,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-29,0,0,1.50,6.0,4,1,0,2,4,1.00
1,March,0,0,1.50,6.0,4,1,0,2,4,1.00
2,2019-04-03,0,1,3.00,6.0,5,3,1,3,7,1.17
3,2019-04-10,0,0,2.00,6.0,1,0,0,5,7,1.11
4,2019-04-15,0,1,3.57,4.2,4,5,0,4,3,1.24
5,2019-04-21,0,1,3.72,6.1,6,3,2,2,7,1.24
6,2019-04-27,0,1,4.64,4.0,6,5,2,2,3,1.33
7,April,0,4,5.33,27.0,22,16,5,16,27,1.41
8,2019-05-04,0,0,4.10,4.1,2,0,0,3,3,1.31
9,2019-05-09,0,1,4.46,5.0,7,4,2,2,6,1.37
10,2019-05-17,1,0,4.44,6.1,6,3,2,3,4,1.38
11,2019-05-23,0,0,4.14,5.2,8,1,0,1,6,1.40
12,2019-05-28,1,0,3.82,7.0,2,1,1,1,5,1.29
13,May,2,1,2.86,28.1,25,9,5,10,24,1.24
14,2019-06-02,1,0,3.53,5.0,1,0,0,2,8,1.24
15,2019-06-08,0,1,3.31,7.0,2,1,0,3,5,1.19
16,2019-06-14,0,1,3.68,5.0,11,5,0,0,1,1.25
17,2019-06-19,0,0,3.54,5.2,4,1,0,3,8,1.25
18,2019-06-25,0,1,3.94,5.0,7,6,1,2,3,1.28
19,2019-06-30,0,1,4.02,5.0,6,3,1,2,3,1.30
20,June,1,4,4.41,32.2,31,16,2,12,28,1.32
21,2019-07-07,0,1,4.18,5.0,6,4,1,5,5,1.34
22,2019-07-17,0,1,4.24,5.0,8,3,1,3,5,1.38
23,2019-07-22,0,1,4.62,5.0,7,7,2,1,7,1.39
24,2019-07-26,0,0,4.58,1.0,1,0,0,0,2,1.39
25,2019-07-28,0,0,4.54,1.0,0,0,0,1,0,1.39
26,2019-07-30,0,0,4.50,1.0,0,0,0,1,1,1.38
27,July,0,3,7.00,18.0,22,14,4,11,20,1.83
28,2019-08-18,0,0,4.53,3.1,8,2,1,1,6,1.42
29,2019-08-23,1,0,4.30,6.0,2,0,0,1,5,1.38
30,2019-08-29,0,0,4.29,2.1,2,1,1,2,4,1.38
31,August,1,0,2.31,11.2,12,3,2,4,15,1.37
32,2019-09-03,0,0,4.27,5.0,5,2,1,0,4,1.37
33,2019-09-08,1,0,4.18,2.2,1,0,0,0,2,1.35
34,2019-09-14,1,0,4.12,2.0,2,0,0,0,0,1.34
35,2019-09-22,0,0,4.06,2.0,3,0,0,1,3,1.35
36,September,2,0,1.54,11.2,11,2,1,1,9,1.03
