,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-03-29,0,0,-.--,0,0,0.0,1,1,1,0,2,0,-.--
1,March,0,0,-.--,0,0,0.0,1,1,1,0,2,0,-.--
2,2018-04-10,0,0,9.00,0,0,1.0,0,0,0,0,1,1,4.00
3,2018-04-12,0,0,6.75,0,0,0.1,0,0,0,0,0,0,3.00
4,2018-04-14,0,0,2.70,0,0,2.0,1,0,0,0,0,3,1.50
5,2018-04-17,0,0,1.50,0,0,2.2,1,0,0,0,1,4,1.17
6,2018-04-21,0,0,3.52,0,0,1.2,2,2,2,0,2,1,1.43
7,2018-04-24,0,0,3.38,0,0,3.0,3,1,1,1,2,2,1.50
8,2018-04-28,0,0,3.38,0,0,2.2,1,1,1,1,1,3,1.35
9,April,0,0,2.70,0,0,13.1,8,4,4,2,7,14,1.13
10,2018-05-01,0,0,4.61,0,0,0.1,1,2,2,0,0,0,1.39
11,2018-05-08,0,0,4.96,0,0,2.2,4,2,2,2,1,3,1.47
12,2018-05-11,0,0,4.67,0,0,1.0,0,0,0,0,3,2,1.56
13,2018-05-13,0,0,4.26,0,0,1.2,0,0,0,0,0,2,1.42
14,2018-05-19,0,0,4.09,0,0,3.0,5,1,1,1,0,3,1.45
15,2018-05-28,0,0,4.88,0,0,2.0,3,3,3,0,1,2,1.50
16,2018-05-30,0,0,6.12,0,0,1.0,2,4,4,1,2,1,1.60
17,May,0,0,9.26,0,0,11.2,15,12,12,4,7,13,1.89
18,2018-06-03,0,0,6.66,0,0,0.2,1,2,2,1,2,1,1.68
19,2018-06-04,0,0,6.49,0,0,0.2,1,0,0,0,0,0,1.67
20,2018-06-15,0,0,6.59,0,0,1.0,3,1,1,0,0,1,1.72
21,2018-06-16,0,0,7.31,0,0,1.0,3,3,3,1,1,1,1.80
22,2018-06-19,0,0,6.82,0,0,2.0,3,0,0,0,0,2,1.78
23,2018-06-23,0,0,6.40,0,0,2.0,0,0,0,0,2,2,1.73
24,2018-06-26,0,0,6.21,0,0,1.0,0,0,0,0,0,1,1.68
25,2018-06-29,0,0,6.03,0,0,1.0,1,0,0,0,0,1,1.66
26,June,0,0,5.79,0,0,9.1,12,6,6,2,5,9,1.82
27,2018-07-06,0,0,5.40,0,0,4.0,2,0,0,0,0,3,1.54
28,2018-07-11,0,0,5.83,1,0,3.1,7,4,4,0,1,4,1.61
29,2018-07-15,0,1,5.98,1,0,2.0,3,2,2,1,0,2,1.60
30,2018-07-24,1,0,5.58,1,0,6.1,1,2,2,0,2,6,1.46
31,2018-07-29,0,1,6.00,1,0,4.0,5,5,5,1,3,4,1.50
32,July,1,2,5.95,4,0,19.2,18,13,13,2,6,19,1.22
33,2018-08-04,0,1,6.41,1,0,5.0,7,6,6,2,2,4,1.53
34,2018-08-10,0,1,6.97,1,0,1.2,6,5,5,2,1,0,1.60
35,2018-08-15,0,0,6.71,0,0,2.1,2,0,0,0,2,2,1.60
36,2018-08-17,0,0,6.54,0,0,1.2,0,0,0,0,0,1,1.56
37,2018-08-21,0,0,6.38,0,0,3.0,5,1,1,0,0,4,1.57
38,2018-08-26,0,0,6.53,0,0,2.2,5,3,3,0,2,2,1.61
39,August,0,2,8.27,2,0,16.1,25,15,15,4,7,13,1.96
40,2018-09-04,0,0,6.69,0,0,2.1,3,3,3,0,2,4,1.62
41,2018-09-12,0,1,6.75,0,0,2.0,2,2,2,1,1,2,1.62
42,2018-09-18,0,1,6.75,0,0,1.1,2,1,1,0,2,2,1.64
43,2018-09-28,0,0,6.92,0,0,2.0,4,3,3,0,1,1,1.67
44,September,0,2,10.57,0,0,7.2,11,9,9,1,6,9,2.22
