,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,7.71,1,0,4.2,8,4,4,2,1,6,1.93
1,2021-04-06,0,0,4.22,1,0,6.0,3,1,1,1,1,7,1.22
2,2021-04-12,1,0,3.06,1,0,7.0,3,1,1,0,1,6,0.96
3,2021-04-17,0,1,2.55,1,0,7.0,1,1,1,0,2,9,0.81
4,2021-04-23,1,0,2.27,1,0,7.0,4,1,1,0,3,9,0.85
5,2021-04-30,1,0,2.13,1,0,6.1,4,1,1,1,3,12,0.89
6,April,3,1,2.13,6,0,38.0,23,9,9,4,11,49,0.89
7,2021-05-05,0,0,2.27,1,0,5.2,6,2,2,1,1,8,0.94
8,2021-05-12,0,0,2.08,1,0,4.0,2,1,0,0,1,2,0.92
9,2021-05-17,1,0,1.81,1,0,7.0,4,0,0,0,0,10,0.88
10,2021-05-23,1,0,1.75,1,0,7.0,7,1,1,0,0,5,0.89
11,2021-05-29,0,0,2.16,1,0,5.0,4,5,4,1,3,5,0.93
12,May,2,0,2.20,5,0,28.2,23,9,7,2,5,30,0.98
13,2021-06-03,1,0,2.25,1,0,5.1,4,2,2,1,1,5,0.93
14,2021-06-09,0,1,2.28,1,0,7.0,3,2,2,1,2,8,0.91
15,2021-06-15,0,0,2.57,1,0,5.0,6,4,4,1,2,5,0.95
16,2021-06-21,1,0,2.50,1,0,6.0,2,1,1,1,1,11,0.92
17,2021-06-27,0,0,2.44,1,0,6.0,6,1,1,0,1,7,0.94
18,June,2,1,3.07,5,0,29.1,21,10,10,4,7,36,0.95
19,2021-07-03,0,1,2.65,1,0,6.0,6,4,4,2,1,8,0.95
20,2021-07-08,0,0,3.09,1,0,3.0,8,6,6,1,0,2,1.00
21,2021-07-20,0,1,3.09,1,0,5.2,4,2,2,1,2,3,1.00
22,2021-07-25,0,1,3.27,1,0,5.0,5,4,4,2,1,6,1.01
23,2021-07-31,0,1,3.48,1,0,6.0,5,5,5,3,2,8,1.02
24,July,0,4,7.36,5,0,25.2,28,21,21,9,6,27,1.32
25,2021-08-07,0,0,3.43,1,0,7.0,4,2,2,1,0,12,0.99
26,2021-08-12,0,1,3.70,1,0,2.2,6,5,5,1,1,4,1.03
27,2021-08-26,0,1,3.80,1,0,6.0,5,4,4,1,1,6,1.03
28,August,0,2,6.32,3,0,15.2,15,11,11,3,2,22,1.09
29,2021-09-01,0,1,4.05,1,0,2.2,8,6,5,1,1,3,1.07
30,2021-09-08,1,0,3.95,1,0,6.0,3,1,1,0,1,7,1.05
31,2021-09-13,0,1,4.32,1,0,4.0,6,8,8,4,3,3,1.09
32,2021-09-18,0,0,4.13,1,0,7.0,3,0,0,0,1,9,1.06
33,2021-09-23,0,0,4.21,1,0,5.1,3,4,4,1,3,7,1.07
34,2021-09-28,0,1,4.22,1,0,4.0,5,2,2,0,4,6,1.09
35,September,1,3,6.21,6,0,29.0,28,21,20,6,13,35,1.41
