,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-25,0,0,0.00,0,0,1.2,0,0,0,0,1,1,0.60
1,2020-07-28,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.38
2,July,0,0,0.00,0,0,2.2,0,0,0,0,1,2,0.38
3,2020-08-15,0,0,0.00,0,0,1.0,1,0,0,0,0,2,0.55
4,2020-08-17,0,0,0.00,0,0,1.1,0,0,0,0,0,3,0.40
5,2020-08-19,0,0,0.00,0,0,1.1,0,0,0,0,0,2,0.32
6,2020-08-22,0,0,0.00,0,0,1.0,0,0,0,0,1,0,0.41
7,2020-08-23,0,0,0.00,0,0,0.1,0,0,0,0,0,0,0.39
8,2020-08-25,0,1,1.04,0,0,1.0,2,1,1,0,1,2,0.69
9,2020-08-27,0,1,1.93,0,0,0.2,2,3,1,0,1,1,0.96
10,2020-08-29,0,0,1.74,0,0,1.0,0,0,0,0,1,0,0.97
11,August,0,2,2.35,0,0,7.2,5,4,2,0,4,10,1.17
12,2020-09-02,0,0,1.64,0,0,0.2,0,0,0,0,1,2,1.00
13,2020-09-05,0,0,1.46,0,0,1.1,1,0,0,0,0,2,0.97
14,2020-09-08,0,0,2.03,0,0,1.0,1,1,1,0,1,1,1.05
15,2020-09-10,0,0,1.93,0,0,0.2,0,0,0,0,0,1,1.00
16,2020-09-13,0,1,2.57,0,0,0.0,1,1,1,0,0,0,1.07
17,2020-09-20,0,0,2.40,0,0,1.0,0,0,0,0,0,0,1.00
18,2020-09-25,0,0,2.40,0,0,0.0,1,0,0,0,0,0,1.07
19,September,0,1,3.86,0,0,4.2,4,2,2,0,2,6,1.29
