,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-26,0,0,0.00,1.0,0,0,0,1,0,1.00
1,2020-07-27,0,0,0.00,1.0,1,0,0,1,1,1.50
2,2020-07-31,0,0,2.45,1.2,1,1,0,0,1,1.09
3,July,0,0,2.45,3.2,2,1,0,2,2,1.09
4,2020-08-02,0,0,2.08,0.2,1,0,0,2,1,1.62
5,August,0,0,0.00,0.2,1,0,0,2,1,4.50
6,2020-09-02,0,0,1.69,1.0,0,0,0,0,0,1.31
7,2020-09-05,0,0,1.17,2.1,0,0,0,0,2,0.91
8,2020-09-09,0,0,2.00,1.1,2,1,0,0,2,1.00
9,2020-09-15,0,0,2.38,2.1,3,1,0,0,1,1.06
10,2020-09-20,0,0,2.84,1.1,1,1,0,1,3,1.11
11,2020-09-25,0,0,2.63,1.0,0,0,0,0,0,1.02
12,2020-09-27,0,0,2.45,1.0,1,0,0,1,0,1.09
13,September,0,0,2.61,10.1,7,3,0,2,8,0.87
