,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-28,0,0,4.91,1,0,3.2,3,2,2,1,1,3,1.09
1,July,0,0,4.91,1,0,3.2,3,2,2,1,1,3,1.09
2,2020-08-03,0,0,5.19,1,0,5.0,3,3,3,3,3,3,1.15
3,2020-08-09,0,0,4.40,1,0,5.2,1,2,2,0,4,6,1.05
4,2020-08-15,0,0,5.21,1,0,4.2,6,5,4,1,1,5,1.16
5,2020-08-21,1,0,4.32,1,0,6.0,4,1,1,0,0,11,1.04
6,August,1,0,4.22,4,0,21.1,14,11,10,4,8,25,1.03
7,2020-09-02,0,0,3.60,1,0,5.0,2,0,0,0,1,6,0.97
8,2020-09-08,0,0,3.86,1,0,2.2,4,5,2,2,0,2,1.01
9,2020-09-24,0,0,3.44,1,0,4.0,1,0,0,0,1,6,0.95
10,September,0,0,1.54,3,0,11.2,7,5,2,2,2,14,0.77
