,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-03,0,0,7.71,2.1,2,2,1,0,3,0.86
1,2021-04-11,0,0,3.68,5.0,5,1,1,1,4,1.09
2,April,0,0,3.68,7.1,7,3,2,1,7,1.09
3,2021-06-03,0,0,2.92,5.0,3,1,1,0,6,0.89
4,June,0,0,1.80,5.0,3,1,1,0,6,0.60
5,2021-08-15,0,0,2.55,5.1,4,1,1,1,4,0.91
6,2021-08-20,0,1,3.63,4.2,5,4,2,2,6,1.03
7,2021-08-26,1,0,3.62,5.0,7,2,1,1,4,1.13
8,August,1,1,4.20,15.0,16,7,4,4,14,1.33
9,2021-09-05,0,0,3.90,5.0,3,3,2,1,6,1.08
10,2021-09-11,0,0,4.14,4.2,7,3,0,1,4,1.16
11,2021-09-17,0,1,3.80,5.2,5,1,0,5,3,1.24
12,2021-09-22,0,1,4.24,4.0,7,4,3,2,7,1.33
13,2021-09-29,0,0,4.18,5.0,6,2,1,0,6,1.32
14,September,0,2,4.81,24.1,28,13,6,9,26,1.52
