,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-26,0,0,3.38,2.2,3,1,1,0,2,1.13
1,July,0,0,3.38,2.2,3,1,1,0,2,1.13
2,2020-08-04,0,0,1.93,2.0,0,0,0,1,3,0.86
3,2020-08-08,1,0,1.13,3.1,2,0,0,0,3,0.75
4,2020-08-14,0,0,1.93,1.1,1,1,0,2,1,0.96
5,2020-08-16,0,0,1.74,1.0,1,0,0,3,1,1.26
6,2020-08-20,1,0,2.38,1.0,2,1,0,0,0,1.32
7,2020-08-23,0,0,3.14,3.0,1,2,0,2,2,1.26
8,2020-08-30,0,0,2.93,1.0,1,0,0,0,1,1.24
9,August,2,0,2.84,12.2,8,4,0,8,11,1.26
10,2020-09-03,0,0,2.76,1.0,2,0,0,1,2,1.35
11,2020-09-05,0,0,2.60,1.0,1,0,0,1,2,1.38
12,2020-09-08,0,0,2.45,1.0,0,0,0,0,0,1.31
13,2020-09-11,0,0,4.74,0.2,4,5,1,2,2,1.58
14,2020-09-15,0,0,5.14,2.0,4,2,1,2,3,1.71
15,September,0,0,11.12,5.2,11,7,2,6,9,3.00
