,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-05-03,0,0,0.00,2.0,1,0,0,2,4,1.50
1,2021-05-07,0,0,1.69,3.1,2,1,1,2,3,1.31
2,2021-05-12,0,0,6.14,2.0,3,4,2,1,1,1.50
3,2021-05-17,0,0,5.56,4.0,6,2,1,1,2,1.59
4,2021-05-22,0,1,4.96,5.0,4,2,0,2,3,1.47
5,2021-05-27,0,0,3.80,5.0,5,0,0,2,4,1.45
6,May,0,1,3.80,21.1,21,9,4,10,17,1.45
7,2021-06-06,0,1,3.62,6.0,5,2,1,1,10,1.35
8,2021-06-13,1,0,3.51,6.0,4,2,0,2,4,1.29
9,2021-06-19,1,0,3.69,5.2,4,3,2,2,9,1.26
10,2021-06-27,0,0,3.89,5.0,4,3,1,2,6,1.25
11,June,2,1,3.97,22.2,17,10,4,7,29,1.06
12,2021-07-04,0,0,3.86,5.0,2,2,0,5,7,1.27
13,2021-07-10,0,1,3.70,7.0,6,2,0,2,6,1.25
14,2021-07-18,0,1,3.86,7.0,6,4,2,1,9,1.22
15,2021-07-24,1,0,3.52,8.2,1,1,0,1,13,1.10
16,2021-07-30,0,1,3.38,5.2,4,1,0,6,6,1.15
17,July,1,3,2.70,33.1,19,10,2,15,41,1.02
18,2021-08-06,0,0,3.39,5.0,7,2,0,2,4,1.19
19,2021-08-13,0,1,3.62,4.2,5,4,1,2,3,1.21
20,August,0,1,5.59,9.2,12,6,1,4,7,1.66
