,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,March,0,0,4.50,1,0,6.0,4,3,3,0,4,1,1.33
1,2018-03-31,0,0,4.50,1,0,6.0,4,3,3,0,4,1,1.33
2,2018-04-07,0,1,6.17,1,0,5.2,4,5,5,0,3,4,1.29
3,2018-04-12,0,1,5.50,1,0,6.1,5,4,3,0,5,3,1.39
4,2018-04-21,0,1,9.00,1,0,2.0,5,9,9,1,7,1,1.85
5,2018-04-26,1,0,7.71,1,0,5.2,6,2,2,1,2,2,1.75
6,April,1,3,8.69,4,0,19.2,20,20,19,2,17,10,1.88
7,2018-05-02,0,1,7.03,1,0,6.1,4,3,3,2,2,7,1.59
8,2018-05-08,0,0,7.25,1,0,4.0,7,4,4,0,2,3,1.67
9,2018-05-13,1,0,6.91,1,0,5.2,2,3,3,0,7,3,1.66
10,2018-05-19,1,0,6.42,1,0,6.0,4,3,2,0,2,3,1.57
11,2018-05-24,0,1,7.53,1,0,1.1,6,7,7,2,3,0,1.71
12,2018-05-29,0,1,7.53,1,0,6.0,9,5,5,2,0,3,1.69
13,May,2,3,7.36,6,0,29.1,32,25,24,6,16,19,1.64
14,2018-06-05,1,0,7.08,1,0,6.0,6,2,2,0,2,1,1.66
15,2018-06-11,0,1,7.09,1,0,5.0,4,4,4,1,4,3,1.65
16,2018-06-16,0,0,7.19,1,0,5.1,6,5,5,2,2,6,1.64
17,2018-06-22,1,0,7.01,1,0,7.0,7,4,4,1,2,8,1.61
18,2018-06-28,0,0,6.59,1,0,6.1,4,1,1,1,4,3,1.58
19,June,2,1,4.85,5,0,29.2,27,16,16,5,14,21,1.38
20,2018-07-03,0,0,6.93,1,0,5.0,8,7,7,3,3,3,1.62
21,2018-07-08,0,1,6.59,1,0,7.1,3,2,2,1,3,3,1.56
22,2018-07-15,1,0,6.18,1,0,6.1,2,0,0,0,3,6,1.51
23,2018-07-23,1,0,6.09,1,0,6.0,5,3,3,1,4,5,1.51
24,2018-07-28,0,0,6.26,1,0,4.1,9,5,5,1,1,3,1.54
25,July,2,1,5.28,5,0,29.0,27,17,17,6,14,20,1.41
26,2018-08-03,0,0,5.97,1,0,7.0,2,1,1,0,3,6,1.49
27,2018-08-08,0,1,6.23,1,0,5.0,6,7,7,2,3,7,1.50
28,2018-08-14,1,0,6.15,1,0,6.0,8,3,3,0,1,7,1.50
29,2018-08-20,1,0,6.08,1,0,6.0,5,3,3,1,2,6,1.49
30,2018-08-25,1,0,5.85,1,0,7.0,3,1,1,1,1,6,1.44
31,2018-08-30,0,0,5.66,1,0,6.1,2,1,1,0,2,8,1.41
32,August,3,1,3.86,6,0,37.1,26,16,16,4,12,40,1.02
33,2018-09-04,0,1,5.85,1,0,1.1,4,5,4,0,2,3,1.44
34,2018-09-10,0,0,5.76,1,0,7.0,6,3,3,2,2,3,1.42
35,2018-09-16,0,1,5.77,1,0,6.0,8,6,4,1,2,1,1.43
36,2018-09-22,0,1,5.81,1,0,6.2,7,5,5,1,3,5,1.44
37,2018-09-28,0,1,6.13,1,0,1.1,5,7,7,0,4,2,1.48
38,September,0,4,9.27,5,0,22.1,30,26,23,4,13,14,1.93
