,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-05,0,0,2.45,3.2,2,1,0,4,5,1.64
1,2021-04-12,0,0,4.70,4.0,2,3,1,2,6,1.30
2,2021-04-17,0,0,3.55,5.0,5,1,1,4,7,1.50
3,2021-04-25,0,0,4.32,4.0,4,3,2,4,5,1.62
4,April,0,0,4.32,16.2,13,8,4,14,23,1.62
5,2021-05-01,0,1,6.27,2.0,1,5,1,4,6,1.71
6,2021-05-06,1,0,4.94,5.0,2,0,0,4,5,1.61
7,2021-05-15,0,1,5.79,4.1,5,5,2,3,6,1.64
8,2021-05-21,0,1,6.89,3.1,2,6,1,5,4,1.69
9,2021-05-26,0,0,5.94,5.0,1,0,0,3,5,1.57
10,2021-05-31,0,0,6.26,5.1,4,5,0,2,10,1.51
11,May,1,3,7.56,25.0,15,21,4,21,36,1.44
12,2021-06-12,0,0,6.38,0.2,0,1,0,4,0,1.58
13,June,0,0,13.50,0.2,0,1,0,4,0,6.00
14,2021-07-09,0,0,5.47,7.0,1,0,0,1,9,1.40
15,2021-07-20,0,1,5.91,4.0,8,5,2,1,3,1.46
16,2021-07-25,0,0,5.61,6.0,5,2,1,1,6,1.42
17,2021-07-31,0,0,6.11,4.0,4,6,3,3,2,1.44
18,July,0,1,5.57,21.0,18,13,6,6,20,1.14
19,2021-08-05,0,1,5.89,7.0,5,3,1,0,4,1.36
20,2021-08-10,0,0,5.66,6.0,4,2,1,1,5,1.32
21,2021-08-15,1,0,5.12,8.0,1,0,0,0,11,1.21
22,2021-08-21,1,0,4.83,7.0,2,1,0,1,8,1.15
23,August,2,1,1.93,28.0,12,6,2,2,28,0.50
24,2021-09-02,1,0,4.62,6.0,2,1,0,1,6,1.11
25,2021-09-08,0,1,4.44,6.0,3,1,0,1,7,1.08
26,2021-09-14,1,0,4.28,6.0,3,1,0,1,7,1.06
27,2021-09-20,0,1,4.67,4.1,9,7,3,1,4,1.11
28,2021-09-26,0,1,4.81,2.1,5,3,0,3,3,1.16
29,September,2,3,4.74,24.2,22,13,3,7,27,1.18
30,2021-10-02,0,1,4.95,4.0,4,4,2,4,2,1.18
31,October,0,1,9.00,4.0,4,4,2,4,2,2.00
