,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-09,0,0,0.00,5.0,2,0,0,2,4,0.80
1,2021-04-14,1,0,0.00,6.0,4,0,0,1,5,0.82
2,2021-04-19,0,1,5.87,4.1,8,10,4,3,5,1.30
3,2021-04-24,1,0,4.64,6.0,5,1,1,1,4,1.22
4,April,2,1,4.64,21.1,19,11,5,7,18,1.22
5,2021-05-04,0,1,4.39,5.1,5,2,1,2,3,1.24
6,2021-05-09,0,0,4.26,5.0,3,2,1,5,7,1.29
7,2021-05-15,0,1,5.80,4.0,8,8,1,3,5,1.46
8,2021-05-20,0,1,5.72,3.2,5,2,1,1,3,1.47
9,2021-05-26,0,0,5.19,4.0,3,0,0,1,4,1.43
10,2021-05-31,0,1,5.40,5.0,3,4,1,3,7,1.41
11,May,0,4,6.00,27.0,27,18,5,15,29,1.56
12,2021-06-05,0,1,4.80,6.0,3,0,1,2,4,1.34
13,2021-06-13,1,0,4.19,8.0,5,0,0,0,9,1.25
14,2021-06-19,0,1,4.54,5.0,6,5,2,0,5,1.25
15,2021-06-24,1,0,4.12,7.0,4,0,0,2,8,1.21
16,2021-06-29,1,0,4.02,6.1,6,2,1,2,7,1.21
17,June,3,2,1.95,32.1,24,7,4,6,33,0.93
18,2021-07-04,0,1,4.02,6.2,7,3,1,0,11,1.20
19,2021-07-26,0,0,3.80,5.0,3,0,0,2,4,1.19
20,2021-07-31,0,1,4.00,4.1,7,4,1,1,5,1.22
21,July,0,2,3.94,16.0,17,7,2,3,20,1.25
22,2021-08-05,0,0,4.02,6.1,5,3,1,2,7,1.21
23,2021-08-10,0,0,4.17,5.0,6,4,0,1,2,1.22
24,August,0,0,5.56,11.1,11,7,1,3,9,1.24
