,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,0,0,1.1,0,0,0,0,0,0,0.00
1,2021-04-05,0,0,0.00,0,0,1.0,0,0,0,0,0,0,0.00
2,2021-04-10,0,0,5.40,0,0,1.0,3,2,2,1,0,0,0.90
3,2021-04-13,0,0,4.15,0,0,1.0,1,0,0,0,0,1,0.92
4,2021-04-14,0,0,3.86,0,0,0.1,0,0,0,0,0,0,0.86
5,2021-04-18,0,1,3.38,0,0,0.2,0,1,0,0,0,0,0.75
6,2021-04-19,0,0,2.84,0,0,1.0,0,0,0,0,0,1,0.63
7,2021-04-22,0,0,2.45,0,0,1.0,0,0,0,0,0,1,0.55
8,2021-04-24,0,0,2.35,0,0,0.1,1,0,0,0,0,0,0.65
9,2021-04-26,0,0,2.08,0,0,1.0,0,0,0,0,0,0,0.58
10,2021-04-27,0,1,2.79,0,0,1.0,2,1,1,0,0,0,0.72
11,2021-04-30,0,0,2.53,0,0,1.0,0,0,0,0,0,1,0.66
12,April,0,2,2.53,0,0,10.2,7,4,3,1,0,4,0.66
13,2021-05-01,0,0,2.31,0,0,1.0,0,0,0,0,1,1,0.69
14,May,0,0,0.00,0,0,1.0,0,0,0,0,1,1,1.00
15,2021-07-05,0,0,2.13,0,0,1.0,1,0,0,0,0,1,0.71
16,2021-07-06,0,0,2.03,0,0,0.2,2,0,0,0,1,2,0.90
17,2021-07-09,0,0,1.88,0,0,1.0,0,0,0,0,1,0,0.91
18,2021-07-11,0,0,3.00,0,0,0.2,3,2,2,1,1,0,1.13
19,2021-07-19,0,0,2.93,0,0,0.1,2,0,0,0,0,0,1.24
20,July,0,0,4.91,0,0,3.2,8,2,2,1,3,3,3.00
