,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-03-29,0,0,0.00,0,0,2.0,2,0,0,0,0,1,1.00
1,March,0,0,0.00,0,1,3.0,2,0,0,0,1,1,1.00
2,2019-03-31,0,0,0.00,0,1,1.0,0,0,0,0,1,0,1.00
3,2019-04-01,0,0,0.00,0,0,1.0,0,0,0,0,0,3,0.75
4,2019-04-03,0,0,0.00,0,0,1.0,0,0,0,0,0,0,0.60
5,2019-04-05,0,0,0.00,0,0,0.2,0,0,0,0,0,0,0.53
6,2019-04-07,0,0,0.00,0,0,1.1,0,0,0,0,0,3,0.43
7,2019-04-12,0,0,0.00,0,0,1.1,1,1,0,0,2,2,0.72
8,2019-04-14,0,0,0.00,0,0,0.2,0,0,0,0,0,0,0.67
9,2019-04-16,0,0,0.00,0,1,1.0,0,0,0,0,0,1,0.60
10,2019-04-18,0,1,0.82,0,0,1.0,3,1,1,0,0,0,0.82
11,2019-04-19,0,1,2.45,0,0,0.0,2,2,2,2,0,0,1.00
12,2019-04-21,0,0,2.08,0,0,2.0,1,0,0,0,1,5,1.00
13,2019-04-27,0,0,2.70,0,0,0.1,1,1,1,1,1,0,1.13
14,2019-04-28,0,0,2.51,0,1,1.0,1,0,0,0,0,1,1.12
15,2019-04-29,0,0,2.35,0,0,1.0,1,0,0,0,0,2,1.11
16,April,0,2,2.92,0,2,12.1,10,5,4,3,4,17,1.14
17,2019-05-02,0,0,2.20,0,1,1.0,0,0,0,0,0,2,1.04
18,2019-05-07,0,0,2.08,0,0,1.0,1,0,0,0,1,0,1.10
19,2019-05-08,0,0,1.89,0,0,1.2,0,0,0,0,0,4,1.00
20,2019-05-11,0,0,1.71,0,0,2.0,0,0,0,0,0,1,0.90
21,2019-05-14,0,0,1.64,0,0,1.0,1,0,0,0,0,2,0.91
22,2019-05-15,0,0,1.57,0,1,1.0,0,0,0,0,1,2,0.91
23,2019-05-17,0,0,1.50,0,0,1.0,0,0,0,0,0,2,0.88
24,2019-05-19,0,1,1.42,0,0,1.1,1,3,0,0,3,0,0.99
25,2019-05-25,0,0,1.37,0,0,1.0,1,0,0,0,0,2,0.99
26,2019-05-28,0,0,1.65,0,1,1.0,2,1,1,0,0,0,1.02
27,2019-05-29,1,0,1.59,0,0,1.0,1,0,0,0,1,1,1.06
28,2019-05-31,0,1,2.15,0,0,1.0,0,2,2,0,1,0,1.06
29,May,1,2,1.93,0,3,14.0,7,6,3,0,7,16,1.00
30,2019-06-06,0,0,2.12,0,0,0.1,1,0,0,0,0,0,1.08
31,2019-06-11,0,0,2.05,0,0,1.0,2,0,0,0,0,2,1.11
32,2019-06-16,0,0,2.56,0,1,1.0,3,2,2,1,0,1,1.17
33,2019-06-19,0,0,2.48,0,0,1.0,0,0,0,0,0,0,1.13
34,2019-06-20,0,1,3.51,0,0,0.2,2,4,4,1,2,1,1.23
