,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-04-16,0,0,3.86,0,0,2.1,1,1,1,1,0,4,0.43
1,2019-04-19,0,0,4.15,0,0,2.0,1,1,1,1,0,1,0.46
2,2019-04-26,0,0,2.84,0,0,2.0,1,0,0,0,0,2,0.47
3,April,0,0,2.84,0,0,6.1,3,2,2,2,0,7,0.47
4,2019-05-22,0,0,3.38,0,0,1.2,1,1,1,0,2,3,0.75
5,May,0,0,5.40,0,0,1.2,1,1,1,0,2,3,1.80
6,2019-06-07,0,0,3.00,0,0,1.0,0,0,0,0,3,1,1.00
7,2019-06-08,0,0,2.70,0,0,1.0,0,0,0,0,0,0,0.90
8,2019-06-12,0,0,3.48,0,0,0.1,1,1,1,0,0,1,0.97
9,June,0,0,3.86,0,0,2.1,1,1,1,0,3,2,1.71
10,2019-07-20,0,0,2.92,0,0,2.0,1,0,0,0,1,1,0.97
11,July,0,0,0.00,0,0,2.0,1,0,0,0,1,1,1.00
12,2019-08-05,0,0,2.35,0,0,3.0,1,0,0,0,4,2,1.11
13,2019-08-15,0,0,2.08,0,0,2.0,1,0,0,0,0,3,1.04
14,2019-08-17,0,0,2.33,0,0,2.0,2,1,1,0,0,0,1.03
15,2019-08-20,0,0,2.61,0,0,1.1,2,1,1,0,0,1,1.06
16,2019-08-25,1,0,2.35,0,0,2.1,1,1,0,0,1,4,1.04
17,August,1,0,1.69,0,0,10.2,7,3,2,0,5,10,1.13
18,2019-09-01,0,0,2.16,0,0,2.0,1,0,0,0,0,2,1.00
19,2019-09-04,0,0,1.95,0,0,2.2,4,0,0,0,1,2,1.08
20,2019-09-10,0,0,1.82,0,0,2.0,2,0,0,0,0,1,1.08
21,2019-09-13,0,0,1.76,0,0,1.0,0,0,0,0,0,0,1.04
22,2019-09-15,0,0,2.03,0,0,0.1,2,1,1,1,0,0,1.10
23,2019-09-17,0,0,2.27,0,0,0.2,2,1,1,0,0,0,1.14
24,2019-09-20,1,0,2.20,0,0,1.0,1,0,0,0,0,1,1.13
25,2019-09-21,0,0,2.41,0,0,1.0,2,1,1,1,0,1,1.16
26,2019-09-23,0,0,2.34,0,0,1.0,1,0,0,0,0,1,1.15
27,2019-09-24,0,0,2.23,0,0,1.2,2,0,0,0,0,1,1.16
28,2019-09-27,0,0,2.95,0,0,0.1,4,3,3,1,0,0,1.25
29,September,1,0,3.95,0,0,13.2,21,6,6,3,1,9,1.61
