,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-24,0,1,9.00,1.0,1,1,1,0,1,1.00
1,2020-07-29,0,0,4.50,1.0,0,0,0,0,1,0.50
2,2020-07-31,0,0,3.00,1.0,1,0,0,1,1,1.00
3,July,0,1,3.00,3.0,2,1,1,1,3,1.00
4,2020-08-05,0,0,2.25,1.0,0,0,0,0,0,0.75
5,2020-08-21,0,0,1.80,1.0,0,0,0,0,0,0.60
6,2020-08-23,0,0,1.50,1.0,1,0,0,0,1,0.67
7,2020-08-28,0,0,1.29,1.0,0,0,0,0,2,0.57
8,2020-08-30,0,0,1.13,1.0,0,0,0,0,1,0.50
9,2020-08-31,0,0,1.00,1.0,0,0,0,0,1,0.44
10,August,0,0,0.00,6.0,1,0,0,0,5,0.17
11,2020-09-02,0,0,0.90,1.0,0,0,0,0,1,0.40
12,2020-09-06,0,0,0.82,1.0,1,0,0,0,3,0.45
13,2020-09-10,1,0,0.75,1.0,0,0,0,0,2,0.42
14,2020-09-11,0,0,0.69,1.0,0,0,0,0,2,0.38
15,2020-09-13,0,0,0.64,1.0,0,0,0,0,1,0.36
16,2020-09-15,0,0,0.60,1.0,1,0,0,0,0,0.40
17,2020-09-20,0,0,0.56,1.0,0,0,0,1,0,0.44
18,2020-09-21,0,0,0.53,1.0,1,0,0,0,2,0.47
19,2020-09-25,0,0,1.00,1.0,2,1,0,1,1,0.61
20,2020-09-27,0,0,1.00,0.0,0,0,0,0,0,0.61
21,September,1,0,1.00,9.0,5,1,0,2,12,0.78
