,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,March,1,0,0.00,1,0,8.0,4,0,0,0,0,6,0.50
1,2019-03-31,1,0,0.00,1,0,8.0,4,0,0,0,0,6,0.50
2,2019-04-06,0,0,1.50,1,0,4.0,4,2,2,0,5,0,1.08
3,2019-04-12,0,1,4.24,1,0,5.0,11,6,6,0,2,6,1.53
4,2019-04-17,0,1,5.09,1,0,6.0,7,5,5,0,1,7,1.48
5,2019-04-24,0,0,4.50,1,0,5.0,4,2,1,1,4,2,1.50
6,2019-04-30,0,1,4.86,1,0,5.1,7,6,4,2,3,1,1.56
7,April,0,3,6.39,5,0,25.1,33,21,18,3,15,16,1.89
8,2019-05-06,0,0,4.93,1,0,5.0,4,3,3,1,6,5,1.62
9,2019-05-11,0,1,5.11,1,0,5.2,8,4,4,2,2,1,1.64
10,2019-05-19,1,0,4.25,1,0,9.0,2,0,0,0,1,8,1.42
11,2019-05-25,0,1,4.50,1,0,5.0,6,5,4,0,2,2,1.43
12,2019-05-30,0,0,4.08,1,0,6.0,2,0,0,0,5,3,1.41
13,May,1,2,3.23,5,0,30.2,22,12,11,3,16,19,1.24
14,2019-06-05,1,0,3.80,1,0,7.0,5,1,1,0,1,5,1.35
15,2019-06-10,0,1,3.67,1,0,5.0,4,4,1,0,4,6,1.37
16,2019-06-16,0,0,3.73,1,0,6.0,8,3,3,0,2,6,1.39
17,2019-06-21,1,0,3.51,1,0,7.2,8,1,1,0,4,6,1.41
18,2019-06-27,0,1,3.86,1,0,6.0,7,6,6,3,1,1,1.40
19,June,2,2,3.41,5,0,31.2,32,15,12,3,12,24,1.39
20,2019-07-03,0,1,3.82,1,0,5.2,4,2,2,1,4,5,1.40
21,2019-07-14,0,1,3.94,1,0,6.0,9,4,4,1,2,6,1.43
22,2019-07-20,0,0,4.25,1,0,5.0,7,6,6,2,3,4,1.45
23,2019-07-26,0,0,4.18,1,0,6.0,5,2,2,0,3,4,1.45
24,2019-07-31,0,1,4.54,1,0,4.2,6,7,7,3,5,5,1.48
25,July,0,3,6.91,5,0,27.1,31,21,21,7,17,24,1.76
26,2019-08-05,0,0,4.50,1,0,5.0,3,2,2,0,3,4,1.47
27,2019-08-10,0,0,4.44,1,0,7.2,5,3,3,0,2,6,1.44
28,2019-08-16,0,1,4.35,1,0,7.0,3,2,2,1,4,2,1.42
29,2019-08-22,0,0,4.15,1,0,7.0,3,1,0,0,2,7,1.38
30,2019-08-28,0,1,4.22,1,0,6.0,6,4,4,1,1,8,1.37
31,August,0,2,3.03,5,0,32.2,20,12,11,2,12,27,0.98
32,2019-09-03,0,0,4.26,1,0,7.0,3,4,4,1,4,7,1.36
33,2019-09-08,1,0,4.04,1,0,9.0,4,0,0,0,2,8,1.32
34,2019-09-13,0,1,3.93,1,0,7.0,9,1,1,0,0,6,1.32
35,2019-09-18,0,1,4.00,1,0,5.2,7,5,4,2,2,3,1.33
36,2019-09-24,0,0,3.95,1,0,7.0,6,2,2,1,0,6,1.31
37,2019-09-29,1,0,3.88,1,0,6.0,8,1,1,1,1,5,1.32
38,September,2,2,2.59,6,0,41.2,37,13,12,5,9,35,1.10
