,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-26,1,0,3.00,6.0,4,2,1,3,5,1.17
1,July,1,0,3.00,6.0,4,2,1,3,5,1.17
2,2020-08-01,1,0,1.50,6.0,2,0,0,1,4,0.83
3,2020-08-06,0,0,2.41,6.2,8,3,1,2,2,1.07
4,2020-08-11,0,0,2.45,7.0,7,2,2,1,2,1.09
5,2020-08-17,0,1,2.56,6.0,7,2,0,0,5,1.11
6,2020-08-22,0,0,2.87,6.0,4,3,1,3,6,1.12
7,2020-08-28,0,0,3.43,4.1,11,4,0,0,2,1.26
8,August,1,1,3.50,36.0,39,14,4,7,21,1.28
9,2020-09-02,0,0,4.09,2.0,8,4,1,1,2,1.41
10,2020-09-07,0,0,3.60,6.0,3,0,0,3,6,1.36
11,2020-09-12,0,0,3.54,6.0,4,2,0,2,4,1.32
12,2020-09-17,0,1,3.75,6.1,6,4,1,2,5,1.32
13,2020-09-22,0,0,3.69,6.0,5,2,1,3,1,1.32
14,2020-09-27,0,1,4.33,2.1,8,6,1,2,2,1.42
15,September,0,2,5.65,28.2,34,18,4,13,20,1.64
