,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-05,0,0,27.00,0,0,0.1,3,1,1,0,1,0,12.00
1,2021-04-07,0,0,6.75,0,1,1.0,0,0,0,0,0,0,3.00
2,2021-04-08,0,0,5.40,0,0,0.1,1,0,0,0,1,0,3.60
3,2021-04-11,0,0,3.38,0,0,1.0,1,0,0,0,0,3,2.63
4,2021-04-13,0,0,2.45,0,0,1.0,1,0,0,0,0,1,2.18
5,2021-04-15,0,0,2.25,0,0,0.1,0,0,0,0,0,0,2.00
6,2021-04-16,0,0,1.59,0,0,1.2,0,0,0,0,0,3,1.41
7,2021-04-18,0,0,1.35,0,0,1.0,0,0,0,0,0,1,1.20
8,2021-04-20,0,0,1.23,0,0,0.2,0,0,0,0,1,2,1.23
9,2021-04-25,0,0,1.08,0,0,1.0,0,0,0,0,0,2,1.08
10,2021-04-29,0,0,0.96,0,0,1.0,0,0,0,0,1,2,1.07
11,2021-04-30,0,0,0.90,0,0,0.2,0,0,0,0,1,1,1.10
12,April,0,0,0.90,0,1,10.0,6,1,1,0,5,15,1.10
13,2021-05-02,0,0,1.59,0,0,1.1,2,1,1,0,0,2,1.15
14,2021-05-04,0,0,1.50,0,0,0.2,0,0,0,0,0,2,1.08
15,2021-05-09,0,0,1.35,0,0,1.1,1,0,0,0,1,0,1.13
16,2021-05-10,0,0,1.26,0,0,1.0,0,0,0,0,0,2,1.05
17,2021-05-16,0,0,1.17,0,0,1.0,0,0,0,0,0,1,0.98
18,2021-05-19,0,1,2.81,0,0,0.2,2,3,3,0,2,2,1.19
19,2021-05-23,0,0,2.50,0,0,2.0,0,0,0,0,0,2,1.06
20,2021-05-30,0,0,2.37,0,0,1.0,0,0,0,0,0,2,1.00
21,2021-05-31,0,0,2.25,0,0,1.0,0,0,0,0,0,3,0.95
22,May,0,1,3.60,0,0,10.0,5,4,4,0,3,16,0.80
23,2021-06-02,0,0,2.08,0,0,1.2,1,0,0,0,2,1,1.02
24,2021-06-04,0,0,1.99,0,1,1.0,2,0,0,0,0,1,1.06
25,2021-06-11,0,0,1.93,0,0,0.2,0,0,0,0,1,1,1.07
26,2021-06-16,0,0,1.85,0,0,1.0,0,0,0,0,1,1,1.07
27,2021-06-18,0,0,1.78,0,0,1.0,1,0,0,0,0,1,1.07
28,2021-06-19,0,1,3.12,0,0,0.2,2,4,4,0,2,1,1.19
29,2021-06-24,0,0,3.00,0,0,1.0,2,0,0,0,0,2,1.22
30,2021-06-25,1,0,2.89,0,0,1.0,0,0,0,0,0,1,1.18
31,2021-06-28,1,0,3.68,0,0,1.1,3,3,3,0,0,1,1.23
32,2021-06-30,0,0,3.52,0,0,1.1,1,0,0,0,1,0,1.24
33,June,2,1,5.91,0,1,10.2,12,7,7,0,7,10,1.78
34,2021-07-02,0,1,3.77,0,0,0.1,1,1,1,0,1,1,1.29
35,2021-07-07,0,0,3.66,0,0,1.0,0,0,0,0,0,0,1.25
36,2021-07-11,0,0,4.09,0,0,1.0,1,2,2,0,1,2,1.27
37,2021-07-17,1,0,3.93,0,0,1.1,0,0,0,0,0,1,1.22
38,2021-07-19,0,0,3.82,0,0,1.0,0,0,0,0,0,1,1.19
39,2021-07-21,0,0,3.72,0,0,1.0,0,0,0,0,1,2,1.18
40,2021-07-23,1,0,3.58,0,0,1.1,0,0,0,0,0,3,1.14
41,2021-07-25,0,0,3.49,0,0,1.0,1,0,0,0,1,3,1.16
42,2021-07-30,0,0,3.43,0,0,0.2,0,0,0,0,0,1,1.14
43,2021-07-31,0,0,3.35,0,0,1.0,0,0,0,0,0,1,1.12
44,July,2,1,2.79,0,0,9.2,3,3,3,0,4,15,0.72
45,2021-08-02,0,0,3.24,0,0,1.1,0,0,0,0,1,1,1.10
46,2021-08-04,0,0,3.64,0,0,0.1,1,2,2,0,1,0,1.14
47,2021-08-06,0,1,4.29,0,0,0.0,1,3,3,0,2,0,1.21
48,2021-08-08,0,1,5.10,0,0,0.1,1,4,4,0,3,0,1.30
49,2021-08-10,0,0,4.98,0,0,1.0,0,0,0,0,1,1,1.29
50,2021-08-14,0,0,4.91,0,0,0.2,1,0,0,0,0,0,1.30
51,2021-08-16,0,0,5.44,0,0,0.2,4,3,3,2,2,0,1.41
52,2021-08-18,0,0,5.64,0,0,0.0,0,3,1,0,2,0,1.46
53,2021-08-20,0,0,5.48,0,0,1.1,1,0,0,0,1,0,1.46
54,2021-08-24,0,0,5.36,0,0,1.0,0,0,0,0,1,2,1.45
55,2021-08-29,0,0,6.08,0,0,0.1,2,4,4,1,2,0,1.52
56,August,0,2,21.86,0,0,7.0,11,19,17,3,16,4,3.86
