,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-04-21,1,0,0.00,1.0,0,0,0,1,0,1.00
1,2018-04-23,0,0,0.00,1.1,1,0,0,1,1,1.29
2,2018-04-25,0,0,0.00,2.0,3,0,0,1,2,1.62
3,2018-04-29,0,0,0.00,2.0,0,0,0,1,5,1.26
4,April,1,0,0.00,6.1,4,0,0,4,8,1.26
5,2018-05-03,0,0,0.00,1.0,0,0,0,0,1,1.09
6,2018-05-04,0,0,2.16,1.0,2,2,1,1,2,1.32
7,2018-05-06,0,0,2.00,0.2,1,0,0,0,0,1.33
8,2018-05-11,0,0,1.64,2.0,2,0,0,0,1,1.27
9,2018-05-13,0,0,3.27,0.0,2,2,0,0,0,1.45
10,2018-05-19,0,0,3.00,1.0,1,0,0,0,0,1.42
11,2018-05-21,0,0,2.77,1.0,0,0,0,1,1,1.38
12,2018-05-23,0,0,2.70,0.1,0,0,0,0,1,1.35
13,2018-05-25,0,0,3.21,0.2,1,1,0,0,1,1.36
14,2018-05-26,0,0,3.60,1.0,1,1,1,0,0,1.33
15,2018-05-28,0,0,3.18,2.0,1,0,0,1,1,1.29
16,May,0,0,5.06,10.2,11,6,2,3,8,1.31
17,2018-06-02,0,0,2.70,3.0,1,0,0,2,8,1.25
18,2018-06-06,0,0,2.57,1.0,0,0,0,1,0,1.24
19,2018-06-08,0,0,2.86,1.0,1,1,1,0,2,1.23
20,2018-06-12,0,0,3.22,0.1,1,1,0,2,0,1.34
21,2018-06-19,0,0,3.09,1.0,0,0,0,0,1,1.29
22,2018-06-22,0,0,2.73,3.0,0,0,0,0,3,1.14
23,2018-06-24,0,0,2.63,1.0,0,0,0,1,0,1.13
24,2018-06-25,0,0,2.54,1.0,1,0,0,2,0,1.20
25,2018-06-29,0,0,2.48,0.2,0,0,0,0,0,1.17
26,June,0,0,1.50,12.0,4,2,1,8,14,1.00
27,2018-07-01,0,0,2.76,0.1,0,1,0,1,0,1.19
28,2018-07-02,1,0,2.59,2.0,3,0,0,1,4,1.24
29,2018-07-06,0,0,2.43,2.0,1,0,0,0,3,1.20
30,2018-07-10,0,0,2.41,0.1,0,0,0,0,0,1.19
31,2018-07-13,0,0,2.36,0.2,1,0,0,0,1,1.19
32,2018-07-15,0,0,2.31,0.2,0,0,0,0,1,1.17
33,2018-07-20,0,0,2.68,2.0,2,2,1,0,1,1.16
34,2018-07-24,0,0,2.61,1.0,1,0,0,0,0,1.16
35,2018-07-27,0,0,2.54,1.0,1,0,0,2,0,1.21
36,2018-07-30,0,0,2.48,1.0,0,0,0,0,0,1.18
37,July,1,0,2.45,11.0,9,3,1,4,10,1.18
38,2018-08-02,0,0,2.41,1.0,0,0,0,0,1,1.15
39,2018-08-03,0,0,2.36,1.0,0,0,0,0,1,1.12
40,2018-08-05,0,0,2.30,1.0,1,0,0,0,0,1.12
41,2018-08-07,1,0,2.22,1.2,0,0,0,0,4,1.07
42,2018-08-11,0,1,2.60,0.1,3,2,0,0,0,1.13
43,2018-08-13,0,0,2.54,1.0,1,0,0,1,0,1.15
44,2018-08-14,1,0,2.63,2.0,3,1,0,0,4,1.17
45,2018-08-19,0,0,2.61,0.1,0,0,0,0,1,1.16
46,2018-08-20,0,0,2.59,0.1,1,0,0,0,0,1.17
47,2018-08-23,0,0,2.49,2.0,2,0,0,0,4,1.16
48,2018-08-26,0,0,2.44,1.0,0,0,0,1,1,1.16
49,2018-08-28,0,0,2.42,0.1,0,0,0,0,1,1.15
50,2018-08-29,0,0,2.38,1.0,1,0,0,0,0,1.15
51,2018-08-31,0,0,2.32,1.1,0,0,0,0,2,1.12
52,August,2,1,1.88,14.1,12,3,0,2,19,0.98
53,2018-09-03,0,0,2.28,1.0,2,0,0,1,1,1.16
54,2018-09-05,0,0,2.24,1.0,0,0,0,1,0,1.15
55,2018-09-06,1,0,2.51,1.0,3,2,1,0,0,1.19
56,2018-09-08,0,0,2.48,0.2,0,0,0,1,0,1.19
57,2018-09-12,0,0,2.44,1.0,1,0,0,1,1,1.20
58,2018-09-14,0,0,2.41,0.2,0,0,0,1,1,1.21
59,2018-09-17,0,0,2.82,1.0,1,3,1,2,2,1.24
60,2018-09-19,0,0,2.77,1.0,0,0,0,0,1,1.22
61,2018-09-20,1,0,2.74,0.2,1,0,0,0,0,1.22
62,2018-09-22,0,0,2.89,0.0,1,1,0,1,0,1.25
63,2018-09-27,0,0,3.16,0.1,1,2,0,1,1,1.28
64,2018-09-28,0,0,3.11,1.0,0,0,0,1,1,1.27
65,September,2,0,7.71,9.1,10,8,2,10,8,2.14
