,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-05-30,0,0,9.00,0,0,1.0,2,1,1,1,0,0,2.00
1,May,0,0,9.00,0,0,1.0,2,1,1,1,0,0,2.00
2,2021-06-01,0,0,6.00,0,0,2.0,1,1,1,1,2,1,1.67
3,2021-06-02,0,0,4.50,0,0,1.0,0,0,0,0,1,0,1.50
4,2021-06-04,0,0,4.26,0,0,2.1,2,1,1,0,0,3,1.26
5,June,0,0,3.38,0,0,5.1,3,2,2,1,3,4,1.13
6,2021-07-18,0,0,3.68,0,0,1.0,0,0,0,0,0,1,1.09
7,2021-07-23,1,0,3.24,0,0,1.0,1,0,0,0,0,1,1.08
8,2021-07-28,0,0,5.56,0,0,3.0,3,4,4,0,2,3,1.24
9,2021-07-31,0,0,5.11,0,0,1.0,0,0,0,0,1,2,1.22
10,July,1,0,6.00,0,0,6.0,4,4,4,0,3,7,1.17
11,2021-08-04,0,0,4.40,0,0,2.0,1,0,0,0,2,5,1.26
12,2021-08-06,1,0,4.02,0,0,1.1,0,0,0,0,0,2,1.15
13,2021-08-08,0,0,3.78,0,0,1.0,1,0,0,0,0,1,1.14
14,2021-08-11,0,0,3.50,0,0,1.1,0,0,0,0,0,3,1.06
15,2021-08-16,0,0,3.32,0,0,1.0,0,0,0,0,1,1,1.05
16,2021-08-18,0,0,3.86,0,0,2.0,2,2,2,1,2,0,1.14
17,2021-08-20,0,0,3.68,0,0,1.0,0,0,0,0,1,2,1.14
18,2021-08-24,0,0,3.47,0,0,1.1,1,0,0,0,2,0,1.20
19,2021-08-28,0,0,3.20,0,0,2.0,1,0,0,0,0,1,1.14
20,2021-08-31,0,0,3.08,0,0,1.0,3,0,0,0,0,1,1.22
21,August,1,0,1.29,0,0,14.0,9,2,2,1,8,16,1.21
22,2021-09-01,0,0,2.96,0,0,1.0,0,0,0,0,0,0,1.17
23,2021-09-04,0,0,2.83,0,0,1.1,0,0,0,0,1,3,1.15
24,2021-09-07,0,0,2.73,0,0,1.0,1,0,0,0,0,2,1.15
25,2021-09-10,0,1,2.84,0,0,2.0,2,2,1,1,2,2,1.20
26,2021-09-12,0,0,3.03,0,0,1.0,2,1,1,0,0,1,1.22
27,2021-09-14,0,0,2.94,0,0,1.0,1,0,0,0,0,0,1.22
28,2021-09-19,0,0,2.78,0,0,2.0,1,0,0,0,1,5,1.21
29,2021-09-22,0,0,2.70,0,0,1.0,1,0,0,0,0,1,1.20
30,2021-09-24,0,0,2.63,0,0,1.0,0,0,0,0,1,0,1.19
31,2021-09-29,0,0,2.56,0,0,1.0,0,0,0,0,1,0,1.19
32,September,0,1,1.46,0,0,12.1,8,3,2,1,6,14,1.14
33,2021-10-03,0,0,2.48,0,0,1.1,1,0,0,0,0,2,1.18
34,October,0,0,0.00,0,0,1.1,1,0,0,0,0,2,0.75
