,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-04-17,0,1,81.00,0.1,2,3,0,1,0,9.00
1,2018-04-18,0,0,8.10,3.0,1,0,0,1,3,1.50
2,April,0,1,8.10,3.1,3,3,0,2,3,1.50
3,2018-05-26,0,0,6.75,0.2,0,0,0,0,1,1.25
4,2018-05-27,0,0,12.60,1.0,3,4,2,1,0,1.80
5,May,0,0,21.60,1.2,3,4,2,1,1,2.40
6,2018-07-29,0,0,9.00,2.0,3,0,0,0,1,1.71
7,2018-07-31,0,0,7.88,1.0,0,0,0,0,1,1.50
8,July,0,0,0.00,3.0,3,0,0,0,2,1.00
9,2018-08-03,0,0,7.00,1.0,1,0,0,0,0,1.44
10,2018-08-06,0,0,5.73,2.0,1,0,0,0,1,1.27
11,2018-08-12,0,0,5.40,0.2,0,0,0,0,2,1.20
12,2018-08-13,0,0,4.97,1.0,1,0,0,1,0,1.26
13,August,0,0,0.00,4.2,3,0,0,1,3,0.86
14,2018-09-01,0,0,4.61,1.0,1,0,0,0,0,1.24
15,2018-09-02,0,0,4.20,1.1,1,0,0,0,1,1.20
16,2018-09-04,0,0,4.70,0.1,1,1,0,3,1,1.43
17,2018-09-10,0,0,4.41,1.0,0,0,0,0,1,1.35
18,2018-09-12,0,0,4.32,0.1,0,0,0,0,0,1.32
19,2018-09-14,0,0,4.58,1.0,2,1,1,0,2,1.36
20,2018-09-15,0,0,5.09,0.0,1,1,0,0,0,1.42
21,2018-09-17,0,0,5.00,0.1,2,0,0,0,0,1.50
22,2018-09-19,0,0,4.74,1.0,1,0,0,1,0,1.53
23,2018-09-24,0,0,4.66,0.1,0,0,0,0,0,1.50
24,2018-09-28,0,0,4.58,0.1,0,0,0,0,0,1.47
25,2018-09-30,0,0,4.43,0.2,1,0,0,1,1,1.52
26,September,0,0,3.52,7.2,10,3,1,5,6,1.96
