,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-04-14,0,0,0.00,2.0,0,0,0,0,0,0.00
1,2018-04-17,0,0,0.00,1.0,3,0,0,0,0,1.00
2,2018-04-20,0,0,0.00,3.0,3,0,0,1,2,1.17
3,2018-04-25,0,0,0.00,1.0,1,0,0,0,1,1.14
4,2018-04-26,0,0,1.13,1.0,2,1,0,1,1,1.38
5,2018-04-28,0,0,0.90,2.0,2,0,0,0,3,1.30
6,April,0,0,0.90,10.0,11,1,0,2,7,1.30
7,2018-05-01,0,0,0.77,1.2,1,0,0,0,4,1.20
8,2018-05-05,0,0,0.73,0.2,1,0,0,0,0,1.22
9,2018-05-06,0,0,0.69,0.2,1,0,0,0,1,1.23
10,2018-05-10,0,0,0.64,1.0,0,0,0,0,2,1.14
11,2018-05-14,0,0,1.69,2.0,3,2,0,2,2,1.31
12,2018-05-19,1,0,1.50,2.0,1,0,0,1,2,1.28
13,2018-05-23,0,1,1.80,2.0,3,1,0,0,0,1.30
14,2018-05-27,0,0,2.57,1.0,3,2,1,0,1,1.38
15,May,1,1,4.09,11.0,13,5,1,3,12,1.45
16,2018-06-02,0,0,3.68,1.0,5,3,0,1,1,1.59
17,2018-06-05,0,0,3.52,1.0,0,0,0,1,0,1.57
18,2018-06-07,1,0,3.12,3.0,3,0,0,1,1,1.54
19,2018-06-16,0,0,2.89,2.0,1,0,0,0,1,1.46
20,2018-06-19,0,0,2.79,1.0,0,0,0,1,0,1.45
21,2018-06-23,0,0,2.70,1.0,1,0,0,1,0,1.47
22,2018-06-25,0,1,3.00,0.0,1,1,1,0,0,1.50
23,2018-06-28,0,0,3.09,2.0,2,1,0,1,0,1.50
24,2018-06-30,0,0,2.91,2.0,0,0,0,0,3,1.41
25,June,1,1,3.46,13.0,13,5,1,6,6,1.46
26,2018-07-02,1,0,2.86,0.2,1,0,0,0,0,1.41
27,2018-07-03,0,0,2.72,1.2,1,0,0,1,2,1.40
28,2018-07-08,0,0,2.61,1.2,0,0,0,0,0,1.34
29,2018-07-11,0,0,2.54,1.0,0,0,0,0,2,1.31
30,2018-07-12,0,0,2.48,1.0,0,0,0,0,2,1.28
31,2018-07-14,0,0,2.63,1.0,1,1,1,0,0,1.27
32,2018-07-20,0,0,3.05,0.1,2,2,0,1,0,1.33
33,2018-07-24,0,0,2.89,2.1,1,0,0,1,4,1.31
34,2018-07-30,0,0,2.80,1.1,0,0,0,0,2,1.27
35,July,1,0,2.45,11.0,6,3,1,3,12,0.82
36,2018-08-01,1,0,2.74,1.0,0,0,0,0,0,1.24
37,2018-08-03,0,0,2.68,1.0,0,0,0,0,1,1.21
38,2018-08-05,0,0,2.59,1.2,0,0,0,0,2,1.17
39,2018-08-07,0,0,2.57,0.1,0,0,0,0,1,1.16
40,2018-08-08,0,0,2.54,0.2,0,0,0,0,1,1.15
41,2018-08-10,0,0,2.50,0.2,0,0,0,0,1,1.13
42,2018-08-12,0,1,2.65,0.2,1,1,0,3,1,1.20
43,2018-08-14,0,0,2.60,1.0,1,0,0,0,0,1.19
44,2018-08-17,0,0,2.55,1.0,0,0,0,0,1,1.17
45,2018-08-18,0,0,2.55,0.0,0,0,0,1,0,1.19
46,2018-08-21,0,0,2.45,2.0,2,0,0,1,2,1.20
47,2018-08-26,0,0,2.37,2.0,3,0,0,0,4,1.21
48,2018-08-30,0,0,2.33,1.0,0,0,0,0,0,1.19
49,2018-08-31,1,0,2.29,1.0,1,0,0,0,1,1.19
50,August,2,1,0.64,14.0,8,1,0,5,15,0.93
51,2018-09-03,0,0,2.28,0.1,0,0,0,0,0,1.18
52,2018-09-07,0,0,2.26,0.1,0,0,0,1,1,1.19
53,2018-09-11,0,0,2.23,1.0,0,0,0,1,2,1.19
54,2018-09-12,0,0,2.19,1.0,0,0,0,0,0,1.17
55,2018-09-15,0,0,2.15,1.0,2,0,0,0,0,1.18
56,2018-09-18,1,0,2.13,0.2,0,0,0,0,2,1.17
57,2018-09-21,0,0,2.11,0.2,1,0,0,1,1,1.19
58,2018-09-25,0,0,2.25,0.0,3,1,0,1,0,1.25
59,September,1,0,1.80,5.0,6,1,0,4,6,2.00
