,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,2.70,6.2,6,2,1,0,6,0.90
1,2021-04-07,0,0,2.53,4.0,6,1,0,2,5,1.31
2,2021-04-13,0,1,3.45,5.0,7,3,0,1,7,1.40
3,2021-04-18,1,0,2.19,9.0,2,0,0,0,10,0.97
4,2021-04-24,1,0,2.84,7.0,6,4,1,1,4,0.98
5,2021-04-29,0,0,3.11,6.0,4,3,1,1,7,0.96
6,April,2,1,3.11,37.2,31,13,3,5,39,0.96
7,2021-05-04,1,0,2.89,6.0,5,1,0,2,10,0.98
8,2021-05-09,0,1,3.59,4.0,5,5,2,1,4,1.03
9,2021-05-15,0,1,3.64,6.2,9,3,1,1,8,1.09
10,2021-05-21,0,1,3.94,5.0,7,4,1,1,9,1.13
11,2021-05-26,0,0,3.72,6.0,2,1,0,3,6,1.10
12,May,1,3,4.55,27.2,28,14,4,8,37,1.30
13,2021-06-01,1,0,3.84,5.0,8,3,1,2,2,1.17
14,2021-06-08,0,0,4.06,5.0,7,4,2,2,7,1.21
15,2021-06-13,1,0,3.69,7.2,3,0,0,1,9,1.14
16,2021-06-19,0,0,4.22,2.1,6,6,2,3,1,1.22
17,2021-06-25,0,0,3.97,5.1,2,0,0,1,12,1.18
18,2021-06-30,0,1,4.44,4.2,9,7,2,0,11,1.22
19,June,2,1,6.00,30.0,35,20,7,9,42,1.47
20,2021-07-06,1,0,4.53,6.0,6,4,1,1,8,1.21
21,2021-07-20,0,1,4.64,5.1,7,4,2,1,5,1.23
22,2021-07-25,1,0,4.37,8.2,4,1,1,0,9,1.17
23,2021-07-31,0,0,4.30,6.0,3,2,0,1,5,1.15
24,July,2,1,3.81,26.0,20,11,4,3,27,0.88
25,2021-08-05,0,0,4.49,5.0,5,5,1,3,7,1.16
26,2021-08-10,0,0,4.35,4.0,1,0,0,0,7,1.14
27,2021-08-15,0,1,4.48,4.1,6,4,1,3,4,1.17
28,2021-08-21,0,0,4.33,8.2,2,2,1,2,11,1.12
29,2021-08-27,0,0,4.30,5.1,3,2,0,0,7,1.10
30,August,0,1,4.28,27.1,17,13,3,8,36,0.91
31,2021-09-02,0,0,4.54,4.0,6,6,2,2,5,1.13
32,2021-09-07,0,1,4.57,5.0,6,3,0,0,6,1.13
33,2021-09-12,0,0,4.58,5.1,5,3,1,0,10,1.12
34,2021-09-18,1,0,4.48,5.2,4,1,0,1,9,1.11
35,2021-09-23,1,0,4.64,6.0,6,6,2,1,8,1.12
36,2021-09-29,0,1,4.63,6.0,7,3,0,2,4,1.13
37,September,2,2,6.19,32.0,34,22,5,6,42,1.25
