,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-05,1,0,0.00,1,0,5.0,2,0,0,0,3,9,1.00
1,2021-04-14,1,0,0.00,1,0,9.0,0,0,0,0,0,7,0.36
2,2021-04-20,1,0,0.47,1,0,5.0,3,2,1,1,5,8,0.68
3,2021-04-29,1,0,0.72,1,0,6.0,2,1,1,0,1,12,0.64
4,April,4,0,0.72,4,0,25.0,7,3,2,1,9,36,0.64
5,2021-05-07,1,0,0.58,1,0,6.0,5,0,0,0,0,8,0.68
6,2021-05-15,0,1,1.47,1,0,5.2,8,4,4,1,3,5,0.87
7,2021-05-21,0,0,1.27,1,0,6.0,2,0,0,0,0,13,0.80
8,2021-05-26,0,1,1.29,1,0,6.0,1,1,1,1,0,10,0.72
9,2021-05-31,0,0,1.98,1,0,6.0,9,5,5,3,1,8,0.82
10,May,1,2,3.03,5,0,29.2,25,10,10,5,4,44,0.98
11,2021-06-08,0,0,1.96,1,0,5.0,6,1,1,0,2,8,0.89
12,2021-06-13,1,0,1.89,1,0,7.0,1,1,1,0,2,9,0.84
13,2021-06-18,0,0,1.83,1,0,7.0,3,1,1,0,3,8,0.84
14,2021-06-25,0,1,2.06,1,0,5.0,5,3,3,1,4,8,0.90
15,June,1,1,2.25,4,0,24.0,15,6,6,1,11,33,1.08
16,2021-07-01,0,0,2.37,1,0,5.0,6,4,4,0,2,9,0.94
17,2021-07-06,1,0,2.31,1,0,6.0,7,1,1,0,0,8,0.96
18,2021-07-18,1,0,2.14,1,0,7.0,1,0,0,0,0,10,0.90
19,2021-07-24,0,1,2.24,1,0,4.0,4,4,2,2,2,5,0.92
20,2021-07-29,0,1,2.49,1,0,4.0,8,4,4,2,0,4,0.96
21,July,2,2,3.81,5,0,26.0,26,13,11,4,4,36,1.15
22,2021-08-07,1,0,2.38,1,0,5.0,2,0,0,0,2,11,0.96
23,2021-08-26,1,0,2.43,1,0,5.0,5,2,2,1,1,3,0.97
24,August,2,0,1.80,2,0,10.0,7,2,2,1,3,14,1.00
25,2021-09-01,1,0,2.41,1,0,5.0,5,1,1,0,1,5,0.98
26,2021-09-10,1,0,2.38,1,0,5.0,3,1,1,1,0,7,0.96
27,2021-09-20,0,0,2.47,1,0,3.0,2,3,2,0,2,6,0.97
28,2021-09-29,1,0,2.37,1,0,5.0,1,0,0,0,2,4,0.96
29,September,3,0,2.00,4,0,18.0,11,5,4,1,5,22,0.89
