,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-04,0,1,9.00,0,0,1.0,1,1,1,0,0,0,1.00
1,2021-04-05,0,0,3.00,0,0,2.0,0,0,0,0,0,1,0.33
2,2021-04-07,0,0,2.70,0,0,0.1,0,0,0,0,0,0,0.30
3,2021-04-15,0,0,2.08,0,0,1.0,0,0,0,0,0,2,0.23
4,2021-04-17,0,0,3.86,0,0,0.1,1,1,1,0,3,0,1.07
5,2021-04-19,0,0,2.70,0,0,2.0,1,0,0,0,1,4,1.05
6,2021-04-25,0,0,2.35,0,0,1.0,0,0,0,0,1,1,1.04
7,2021-04-27,0,0,2.08,0,0,1.0,0,0,0,0,0,1,0.92
8,April,0,1,2.08,0,0,8.2,3,2,2,0,5,9,0.92
9,2021-05-02,0,0,1.93,0,0,0.2,0,0,0,0,0,0,0.86
10,2021-05-04,0,0,1.59,0,0,2.0,1,0,0,0,0,2,0.79
11,2021-05-09,0,0,1.46,0,0,1.0,0,0,0,0,0,1,0.73
12,2021-05-11,0,0,1.35,0,0,1.0,0,0,0,0,0,1,0.68
13,2021-05-12,0,0,1.26,0,0,1.0,0,0,0,0,0,1,0.63
14,2021-05-13,0,0,1.84,0,0,0.1,3,1,1,1,0,0,0.82
15,2021-05-15,0,0,2.30,0,0,1.0,1,1,1,1,0,1,0.83
16,2021-05-17,0,0,2.70,0,0,1.0,2,1,1,0,0,1,0.90
17,2021-05-22,0,0,2.95,0,0,1.2,2,1,1,0,0,3,0.93
18,2021-05-23,0,0,2.79,0,0,1.0,1,1,0,0,1,0,0.98
19,2021-05-26,0,0,3.54,0,0,1.0,3,2,2,0,1,2,1.13
20,2021-05-31,0,0,3.38,0,0,1.0,0,0,0,0,0,2,1.08
21,May,0,0,4.26,0,0,12.2,13,7,6,2,2,14,1.18
22,2021-06-01,0,0,3.13,0,0,1.2,1,0,0,0,0,0,1.04
23,2021-06-05,0,0,3.00,0,0,1.0,0,0,0,0,0,1,1.00
24,2021-06-08,0,0,2.88,0,0,1.0,0,0,0,0,1,0,1.00
25,2021-06-14,0,0,2.77,0,0,1.0,2,1,0,0,0,2,1.04
26,2021-06-17,0,0,2.67,0,0,1.0,0,0,0,0,1,2,1.04
27,2021-06-19,0,0,2.83,0,0,1.2,2,1,1,1,0,1,1.05
28,2021-06-25,0,0,3.34,0,0,1.0,2,2,2,1,0,0,1.08
29,2021-06-30,0,0,3.23,0,0,1.0,1,0,0,0,0,0,1.08
30,June,0,0,2.89,0,0,9.1,8,4,3,2,2,6,1.07
31,2021-07-02,0,0,3.13,0,0,1.0,1,0,0,0,0,2,1.07
32,2021-07-04,0,0,3.00,0,0,1.1,0,0,0,0,1,2,1.06
33,2021-07-07,0,0,2.91,0,0,1.0,0,0,0,0,0,1,1.03
34,2021-07-10,0,0,3.12,0,0,0.2,1,1,1,0,3,0,1.13
35,2021-07-11,0,0,3.09,0,0,0.1,1,1,0,0,1,0,1.17
36,2021-07-16,0,0,3.06,0,0,0.1,1,0,0,0,0,0,1.19
37,2021-07-21,0,0,2.89,0,0,2.0,1,0,0,0,0,1,1.15
38,2021-07-24,0,0,2.97,0,0,2.0,1,1,1,1,1,4,1.14
39,2021-07-30,1,0,2.90,0,0,1.0,0,0,0,0,0,1,1.12
40,2021-07-31,0,0,3.05,0,0,1.0,2,2,1,0,1,2,1.16
41,July,1,0,2.53,0,0,10.2,8,5,3,1,7,13,1.41
42,2021-08-04,0,0,3.53,0,0,2.0,4,3,3,1,1,0,1.22
43,2021-08-08,0,0,3.45,0,0,1.0,0,0,0,0,0,3,1.20
44,2021-08-11,0,1,3.57,0,0,1.0,1,1,1,1,1,2,1.21
45,2021-08-14,0,0,3.52,0,0,0.2,0,0,0,0,0,0,1.20
46,2021-08-15,0,0,3.42,0,0,1.1,0,0,0,0,2,2,1.20
47,2021-08-19,0,0,3.35,0,0,1.0,0,0,0,0,1,0,1.20
48,2021-08-21,0,0,3.31,0,0,0.2,0,0,0,0,0,1,1.18
49,2021-08-22,0,0,3.58,0,0,1.1,2,2,2,0,2,2,1.23
50,2021-08-25,0,0,3.55,0,0,0.1,0,0,0,0,1,0,1.24
51,2021-08-28,0,0,3.42,0,0,2.0,1,0,0,0,1,3,1.23
52,August,0,1,4.76,0,0,11.1,8,6,6,2,9,13,1.50
53,2021-09-03,0,0,3.35,0,0,1.0,0,0,0,0,0,1,1.21
54,2021-09-05,0,0,3.29,0,0,1.0,0,0,0,0,0,0,1.19
55,2021-09-08,0,0,3.21,0,0,1.1,1,0,0,0,0,1,1.18
56,2021-09-12,0,0,3.14,0,0,1.1,0,0,0,0,0,0,1.15
57,2021-09-14,0,0,3.09,0,0,1.0,2,0,0,0,0,1,1.17
58,2021-09-16,0,0,3.03,0,0,1.0,0,0,0,0,0,1,1.15
59,2021-09-17,0,0,2.98,0,0,1.0,1,0,0,0,0,0,1.14
60,2021-09-20,0,0,2.89,0,0,2.0,1,0,0,0,0,2,1.12
61,2021-09-23,0,1,3.14,0,0,0.2,4,2,2,1,0,1,1.17
62,2021-09-25,0,0,3.09,0,0,1.0,0,0,0,0,0,1,1.16
63,2021-09-28,0,0,3.05,0,0,1.0,2,0,0,0,0,0,1.17
64,September,0,1,1.46,0,0,12.1,11,2,2,1,0,8,0.89
