,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,1.0,0,0,0,0,0,0.00
1,2021-04-04,0,0,0.00,1.0,1,0,0,0,3,0.50
2,2021-04-06,0,0,3.00,1.0,3,1,0,1,0,1.67
3,2021-04-07,0,0,2.25,1.0,0,0,0,0,2,1.25
4,2021-04-11,0,0,1.80,1.0,0,0,0,0,1,1.00
5,2021-04-12,0,0,5.06,0.1,0,2,0,3,0,1.50
6,2021-04-15,1,0,7.11,1.0,2,2,0,1,1,1.74
7,2021-04-16,0,0,6.43,0.2,0,0,0,0,2,1.57
8,2021-04-20,0,0,5.63,1.0,0,0,0,0,0,1.38
9,2021-04-21,0,0,4.82,1.1,0,0,0,1,1,1.29
10,2021-04-26,0,0,4.35,1.0,1,0,0,0,0,1.26
11,2021-04-27,0,0,3.97,1.0,0,0,0,0,2,1.15
12,April,1,0,3.97,11.1,7,5,0,6,12,1.15
13,2021-05-01,0,0,3.65,1.0,0,0,0,0,1,1.05
14,2021-05-04,0,0,3.38,1.0,0,0,0,0,2,0.98
15,2021-05-05,0,0,3.21,0.2,1,0,0,1,1,1.07
16,2021-05-08,0,0,3.00,1.0,1,0,0,0,2,1.07
17,2021-05-09,0,0,2.81,1.0,0,0,0,0,0,1.00
18,2021-05-11,0,1,4.50,0.0,3,3,0,0,0,1.19
19,2021-05-13,0,0,4.86,0.2,1,1,0,1,1,1.26
20,2021-05-15,0,0,4.58,1.0,0,0,0,1,1,1.25
21,2021-05-19,0,0,4.42,0.2,1,0,0,1,1,1.31
22,2021-05-22,0,0,4.34,0.1,0,0,0,0,1,1.29
23,2021-05-31,0,0,4.12,1.0,0,0,0,0,1,1.22
24,May,0,1,4.32,8.1,7,4,0,4,11,1.32
25,2021-06-02,0,1,4.35,1.0,1,1,1,0,0,1.21
26,2021-06-05,0,0,4.15,1.0,1,0,0,0,2,1.20
27,2021-06-06,0,0,3.97,1.0,0,0,0,0,0,1.15
28,2021-06-08,0,0,3.80,1.0,1,0,0,0,2,1.14
29,2021-06-10,0,0,4.07,0.2,2,1,0,0,0,1.19
30,2021-06-13,0,0,4.74,0.1,2,2,0,0,1,1.26
31,2021-06-16,0,0,5.04,0.1,2,1,1,0,1,1.32
32,2021-06-21,0,0,4.91,0.2,0,0,0,0,0,1.29
33,2021-06-22,0,0,4.73,1.0,0,0,0,0,1,1.24
34,2021-06-25,0,0,4.55,1.0,2,0,0,0,0,1.27
35,2021-06-27,0,0,4.50,0.1,0,0,0,1,0,1.29
36,2021-06-29,0,1,4.66,1.0,2,1,0,0,2,1.31
37,June,0,2,5.79,9.1,13,6,2,1,9,1.50
38,2021-07-02,0,0,4.60,0.1,1,0,0,0,0,1.33
39,2021-07-04,0,0,4.50,0.2,0,0,0,0,2,1.30
40,2021-07-06,0,0,4.35,1.0,2,0,0,1,1,1.35
41,2021-07-07,0,0,4.31,0.1,1,0,0,0,1,1.37
42,2021-07-10,0,0,4.18,1.0,0,0,0,0,1,1.33
43,2021-07-16,0,0,4.36,0.2,1,1,0,2,0,1.39
44,2021-07-18,0,1,4.86,0.1,2,2,0,0,0,1.44
45,July,0,1,6.23,4.1,7,3,0,3,5,2.31
46,2021-08-12,0,0,4.58,2.0,0,0,0,0,3,1.36
47,2021-08-14,0,0,4.46,1.0,0,0,0,2,3,1.38
48,2021-08-18,0,0,4.34,1.0,1,0,0,0,2,1.37
49,2021-08-22,0,0,4.26,0.2,0,0,0,0,1,1.34
50,2021-08-23,0,0,4.15,1.0,0,0,0,0,2,1.31
51,2021-08-27,1,0,4.05,1.0,1,0,0,1,0,1.33
52,2021-08-29,0,0,3.95,1.0,1,0,0,1,2,1.34
53,August,1,0,0.00,7.2,3,0,0,4,13,0.91
54,2021-09-03,0,0,3.83,1.1,0,0,0,0,2,1.30
55,2021-09-04,0,1,4.22,0.1,1,2,0,1,0,1.34
56,2021-09-08,0,0,4.03,2.0,0,0,0,1,0,1.30
57,2021-09-09,0,0,4.17,0.2,1,1,0,0,0,1.30
58,2021-09-15,0,1,4.08,1.0,1,0,0,0,0,1.29
59,2021-09-17,0,0,4.05,0.1,0,0,0,0,1,1.29
60,2021-09-18,0,0,3.97,1.0,0,0,0,0,2,1.26
61,2021-09-21,0,0,3.88,1.0,1,0,0,0,0,1.25
62,2021-09-25,0,0,3.86,0.1,0,0,0,0,0,1.24
63,2021-09-26,1,0,3.83,0.1,0,0,0,0,0,1.24
64,2021-09-30,0,0,3.75,1.0,1,0,0,0,0,1.23
65,September,1,2,2.89,9.1,5,3,0,2,5,0.75
66,2021-10-02,0,0,3.78,2.0,2,1,0,0,2,1.22
67,October,0,0,4.50,2.0,2,1,0,0,2,1.00
