,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-25,0,0,0.00,0,0,1.0,1,0,0,0,0,1,1.00
1,2020-07-29,0,0,1.35,1,0,5.2,2,1,1,1,1,8,0.60
2,July,0,0,1.35,1,0,6.2,3,1,1,1,1,9,0.60
3,2020-08-04,1,0,1.42,1,0,6.0,4,1,1,0,1,2,0.71
4,2020-08-09,0,1,4.02,1,0,3.0,3,5,5,3,2,5,0.89
5,2020-08-15,1,0,2.91,1,0,6.0,1,0,0,0,3,5,0.83
6,2020-08-20,0,0,3.55,1,0,3.2,7,3,3,2,2,5,1.07
7,2020-08-25,1,0,3.77,1,0,5.2,3,3,3,1,2,5,1.03
8,August,3,1,4.44,5,0,24.1,18,12,12,6,10,22,1.15
9,2020-09-02,1,0,3.35,1,0,6.2,2,1,1,1,2,3,0.96
10,2020-09-07,0,1,3.38,1,0,5.0,3,2,2,1,3,3,0.98
11,2020-09-13,0,0,3.22,0,0,2.0,1,0,0,0,0,5,0.96
12,2020-09-19,0,0,3.33,1,0,4.0,4,2,2,1,1,6,0.99
13,2020-09-24,1,0,3.48,1,0,5.2,5,3,3,1,1,6,0.99
14,September,2,1,3.09,4,0,23.1,15,8,8,4,7,23,0.94
