,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-03,0,0,0.00,1.0,0,0,0,0,2,0.00
1,2021-04-06,0,0,0.00,0.1,0,0,0,0,0,0.00
2,2021-04-07,1,0,0.00,2.0,0,0,0,1,2,0.30
3,2021-04-11,0,0,0.00,1.0,1,0,0,0,0,0.46
4,2021-04-13,0,0,4.76,1.1,5,3,0,0,1,1.24
5,2021-04-16,1,0,3.86,1.1,3,0,0,0,0,1.43
6,2021-04-18,0,0,4.50,1.0,2,1,0,0,0,1.50
7,2021-04-25,0,0,4.66,1.2,4,1,0,0,2,1.66
8,2021-04-29,0,0,5.40,2.0,4,2,0,0,1,1.71
9,April,2,0,5.40,11.2,19,7,0,1,8,1.71
10,2021-05-02,0,0,4.30,3.0,1,0,0,1,1,1.50
11,2021-05-05,0,0,5.40,0.1,1,2,1,1,0,1.60
12,2021-05-07,0,0,4.66,4.1,5,1,0,1,5,1.55
13,2021-05-12,0,0,5.31,1.0,2,2,1,0,0,1.57
14,2021-05-14,0,0,6.10,0.1,2,2,2,0,0,1.65
15,2021-05-16,0,0,6.86,0.1,1,2,0,1,0,1.71
16,2021-05-21,0,0,6.26,2.0,3,0,0,0,2,1.70
17,2021-05-29,0,0,5.92,1.1,0,0,0,0,2,1.60
18,May,0,0,6.39,12.2,15,9,4,4,10,1.50
19,2021-06-01,0,0,5.68,1.0,1,0,0,0,1,1.58
20,2021-06-03,1,0,5.40,1.1,0,0,0,0,1,1.50
21,2021-06-12,0,0,5.20,1.0,1,0,0,0,0,1.48
22,2021-06-15,0,0,5.02,1.0,0,0,0,0,1,1.43
23,2021-06-16,0,0,4.85,1.0,0,0,0,0,0,1.38
24,2021-06-20,0,0,4.99,1.0,2,1,1,0,1,1.40
25,2021-06-23,0,0,4.68,2.0,2,0,0,0,2,1.38
26,2021-06-30,0,0,4.54,1.0,0,0,0,0,0,1.34
27,June,1,0,0.96,9.1,6,1,1,0,6,0.64
28,2021-07-05,0,0,5.71,1.0,6,5,2,0,0,1.47
29,2021-07-11,0,0,5.94,1.2,3,2,0,0,3,1.49
30,2021-07-18,0,0,5.79,1.0,0,0,0,0,0,1.45
31,2021-07-21,0,0,5.49,2.0,0,0,0,0,2,1.37
32,2021-07-24,1,0,5.49,1.2,3,1,0,0,1,1.39
33,2021-07-27,0,0,5.36,1.0,2,0,0,0,0,1.40
34,2021-07-30,0,0,5.11,2.0,0,0,0,0,1,1.34
35,July,1,0,6.97,10.1,14,8,2,0,7,1.35
36,2021-08-03,0,0,5.20,1.0,2,1,0,0,1,1.36
37,2021-08-12,0,0,5.73,3.2,8,5,3,0,5,1.42
38,2021-08-18,0,0,6.57,0.2,5,5,0,0,0,1.50
39,August,0,0,18.56,5.1,15,11,3,0,6,2.81
