,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,1,-.--,0.0,0,0,0,3,0,-.--
1,2021-04-03,0,0,0.00,1.0,0,0,0,0,1,3.00
2,2021-04-11,0,0,0.00,0.2,2,0,0,0,1,3.00
3,2021-04-12,0,0,0.00,1.0,0,0,0,0,1,1.88
4,2021-04-17,0,0,5.40,0.2,1,2,0,1,2,2.10
5,2021-04-18,0,0,4.15,1.0,0,0,0,0,1,1.62
6,2021-04-20,1,0,3.38,1.0,0,0,0,1,1,1.50
7,2021-04-21,0,0,2.84,1.0,2,0,0,1,1,1.74
8,2021-04-27,0,0,3.52,1.1,1,1,0,1,1,1.70
9,April,1,1,3.52,7.2,6,3,0,7,9,1.70
10,2021-05-01,0,0,3.38,0.1,1,0,0,0,0,1.75
11,2021-05-04,0,0,2.89,1.1,0,0,0,2,1,1.71
12,2021-05-09,0,0,4.35,1.0,4,2,0,0,1,1.94
13,2021-05-20,0,0,5.56,1.0,3,2,1,0,1,2.03
14,2021-05-22,0,0,4.73,2.0,2,0,0,0,2,1.88
15,2021-05-23,0,0,4.40,1.0,0,0,0,0,1,1.74
16,2021-05-25,0,0,4.11,1.0,1,0,0,0,0,1.70
17,2021-05-29,0,0,4.86,1.1,4,2,1,0,0,1.80
18,May,0,0,6.00,9.0,15,6,2,2,6,1.89
19,2021-06-01,0,0,4.58,1.0,1,0,0,0,0,1.75
20,2021-06-08,1,0,4.42,0.2,0,0,0,0,0,1.69
21,2021-06-12,0,0,3.98,2.0,1,0,0,0,0,1.57
22,2021-06-13,0,0,3.86,0.2,0,0,0,0,0,1.52
23,2021-06-16,0,0,3.52,2.0,0,0,0,0,0,1.39
24,2021-06-19,0,0,3.38,1.0,1,0,0,0,2,1.38
25,2021-06-26,0,0,3.24,1.0,0,0,0,0,0,1.32
26,2021-06-27,0,0,3.12,1.0,0,0,0,0,0,1.27
27,2021-06-29,0,0,3.00,1.0,0,0,0,0,1,1.22
28,June,1,0,0.00,10.1,3,0,0,0,3,0.29
29,2021-07-01,0,0,2.89,1.0,0,0,0,0,0,1.18
30,2021-07-03,0,0,2.73,1.2,1,0,0,0,2,1.15
31,2021-07-06,0,0,2.70,0.1,1,0,0,0,1,1.17
32,2021-07-09,0,0,3.56,0.1,2,3,0,1,0,1.25
33,2021-07-10,0,0,3.45,1.0,0,0,0,0,0,1.21
34,2021-07-17,0,0,3.34,1.0,1,0,0,0,0,1.21
35,2021-07-21,1,0,3.24,1.0,0,0,0,0,0,1.17
36,2021-07-22,1,0,3.12,1.1,0,0,0,0,0,1.13
37,2021-07-24,0,0,3.03,1.0,0,0,0,0,2,1.09
38,2021-07-28,0,0,2.92,1.1,1,0,0,0,2,1.08
39,2021-07-30,0,0,2.87,0.2,0,0,0,0,1,1.06
40,July,2,0,2.53,10.2,6,3,0,1,8,0.66
41,2021-08-02,0,0,2.75,1.2,1,0,0,0,1,1.04
42,2021-08-04,0,0,2.68,1.0,0,0,0,0,0,1.02
43,2021-08-05,0,0,2.61,1.0,0,0,0,0,1,0.99
44,2021-08-07,0,0,2.55,1.0,2,0,0,0,0,1.02
45,2021-08-08,0,0,2.51,0.2,1,0,0,1,1,1.05
46,2021-08-11,0,0,2.45,1.0,0,0,0,0,0,1.02
47,2021-08-14,0,0,2.36,1.2,0,0,0,0,0,0.99
48,2021-08-16,0,0,2.33,0.2,0,0,0,0,1,0.97
49,2021-08-18,0,0,2.25,1.2,0,0,0,0,2,0.94
50,2021-08-20,0,0,2.19,1.1,0,0,0,1,0,0.93
51,2021-08-24,0,0,2.15,1.0,0,0,0,0,2,0.91
52,2021-08-25,0,0,2.13,0.1,0,0,0,0,0,0.91
53,2021-08-26,0,0,2.12,0.1,0,0,0,0,0,0.90
54,2021-08-30,0,1,2.39,1.2,4,2,0,2,0,0.99
55,August,0,1,1.20,15.0,8,2,0,4,8,0.80
56,2021-09-01,0,0,2.38,0.1,1,0,0,1,0,1.02
57,2021-09-04,0,0,2.33,1.0,0,0,0,0,0,1.00
58,2021-09-05,0,0,2.50,0.0,2,1,0,1,0,1.06
59,2021-09-10,0,0,2.43,1.2,0,0,0,1,2,1.04
60,2021-09-13,0,0,2.38,1.0,1,0,0,0,2,1.04
61,2021-09-15,0,0,2.61,2.0,3,2,0,0,1,1.06
62,2021-09-18,0,0,2.56,1.0,1,0,0,0,1,1.06
63,2021-09-19,0,0,2.55,0.1,2,0,0,0,0,1.08
64,2021-09-21,0,0,2.54,0.1,0,0,0,0,0,1.08
65,2021-09-23,0,0,2.51,0.2,0,0,0,2,1,1.10
66,2021-09-25,0,0,2.48,0.2,1,0,0,0,0,1.10
67,2021-09-26,0,0,2.47,0.1,1,0,0,0,0,1.11
68,2021-09-28,1,0,2.43,1.0,0,0,0,0,0,1.10
69,2021-09-30,0,0,2.42,0.1,0,0,0,0,1,1.09
70,September,1,0,2.53,10.2,12,3,0,5,8,1.59
71,2021-10-01,0,0,2.38,1.0,3,0,0,0,0,1.12
72,2021-10-02,0,0,2.37,0.1,0,0,0,0,0,1.11
73,October,0,0,0.00,1.1,3,0,0,0,0,2.25
