,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-04,1,0,0.00,6.0,3,0,0,3,5,1.00
1,2021-04-09,0,0,2.45,5.0,7,3,1,0,3,1.18
2,2021-04-16,0,0,1.59,6.0,4,0,0,2,3,1.12
3,2021-04-22,0,0,2.82,5.1,5,4,3,1,7,1.12
4,April,1,0,2.82,22.1,19,7,4,6,18,1.12
5,2021-05-23,0,0,2.63,1.2,1,0,0,2,2,1.17
6,May,0,0,0.00,1.2,1,0,0,2,2,1.80
7,2021-07-09,0,0,2.54,4.1,3,1,1,2,5,1.16
8,2021-07-20,0,0,3.55,4.2,8,5,2,1,8,1.27
9,2021-07-27,0,1,4.42,3.2,5,5,1,5,3,1.42
10,July,0,1,7.82,12.2,16,11,4,8,16,1.89
11,2021-08-02,0,0,5.05,4.1,5,5,1,3,7,1.46
12,2021-08-07,0,0,4.89,5.0,4,2,2,2,7,1.43
13,2021-08-17,0,0,4.59,5.0,2,1,1,3,5,1.39
14,2021-08-22,1,0,4.34,5.0,1,1,0,5,5,1.38
15,2021-08-27,0,0,4.28,5.0,5,2,1,3,4,1.39
16,August,1,0,4.07,24.1,17,11,5,16,28,1.36
17,2021-09-04,0,0,4.21,1.0,1,0,0,0,1,1.39
18,2021-09-08,0,0,4.62,0.1,3,3,0,1,0,1.44
19,2021-09-12,0,0,4.55,1.0,0,0,0,1,1,1.44
20,2021-09-15,0,0,4.48,1.0,0,0,0,0,1,1.41
21,2021-09-18,0,0,4.41,1.0,2,0,0,0,0,1.42
22,2021-09-20,0,0,4.48,1.0,3,1,1,1,2,1.46
23,2021-09-23,0,0,4.54,1.0,2,1,0,1,2,1.49
24,2021-09-26,0,0,4.48,1.0,0,0,0,1,0,1.48
25,2021-09-29,0,0,4.41,1.0,0,0,0,0,1,1.46
26,September,0,0,5.40,8.1,11,5,1,5,8,1.92
27,2021-10-03,0,0,4.35,1.0,1,0,0,0,1,1.45
28,October,0,0,0.00,1.0,1,0,0,0,1,1.00
