,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-08,1,0,5.40,5.0,4,3,2,0,7,0.80
1,2021-04-14,1,0,3.60,5.0,5,1,0,1,5,1.00
2,2021-04-20,1,0,3.38,6.0,3,2,2,1,6,0.88
3,2021-04-25,1,0,3.52,7.0,6,3,0,0,8,0.87
4,April,4,0,3.52,23.0,18,9,4,2,26,0.87
5,2021-05-01,0,0,4.18,5.0,8,4,1,1,5,1.04
6,2021-05-07,1,0,3.82,5.0,7,1,0,3,2,1.18
7,2021-05-12,0,1,4.15,6.0,7,4,1,1,9,1.21
8,2021-05-18,0,1,4.70,5.0,11,5,0,1,6,1.34
9,2021-05-23,0,1,5.06,4.0,5,4,1,3,6,1.40
10,2021-05-31,0,1,5.64,4.2,7,6,1,2,4,1.44
11,May,1,4,7.28,29.2,45,24,4,11,32,1.89
12,2021-06-05,0,0,5.59,5.1,5,3,1,1,7,1.41
13,2021-06-10,0,0,6.03,4.2,6,6,1,3,5,1.45
14,2021-06-15,0,0,6.21,4.0,6,4,0,1,8,1.47
15,2021-06-22,0,0,6.07,6.0,7,3,1,1,7,1.46
16,2021-06-27,1,0,5.83,6.0,5,2,1,0,8,1.41
17,June,1,0,6.23,26.0,29,18,4,6,35,1.35
18,2021-07-02,0,0,5.42,6.0,1,0,0,2,6,1.35
19,2021-07-07,0,1,5.52,5.0,9,4,2,0,5,1.37
20,2021-07-16,1,0,5.19,5.2,2,0,0,2,8,1.33
21,2021-07-23,0,0,5.23,1.0,2,1,0,1,1,1.35
22,2021-07-29,0,1,5.60,3.1,7,6,0,4,8,1.41
23,July,1,2,4.71,21.0,21,11,2,9,28,1.43
24,2021-08-04,1,0,5.33,5.0,2,0,0,4,10,1.40
25,2021-08-10,0,0,5.24,5.1,4,2,1,1,8,1.38
26,2021-08-15,1,0,4.97,6.0,3,0,0,3,6,1.36
27,2021-08-21,0,1,5.19,3.2,8,5,0,1,3,1.40
28,2021-08-27,1,0,5.12,7.0,8,3,2,1,2,1.39
29,August,3,1,3.33,27.0,25,10,3,10,29,1.30
30,2021-09-02,1,0,4.88,6.0,4,0,0,1,6,1.36
31,2021-09-07,0,1,5.15,3.2,8,6,2,0,3,1.39
32,2021-09-13,0,0,5.00,6.0,6,1,0,1,6,1.38
33,2021-09-21,0,0,4.97,4.1,5,2,0,3,5,1.39
34,2021-09-26,0,0,4.93,5.0,6,2,0,1,8,1.39
35,September,1,1,3.96,25.0,29,11,2,6,28,1.40
36,2021-10-01,1,0,4.77,5.0,5,0,0,3,6,1.40
37,2021-10-03,1,0,4.74,1.0,0,0,0,0,1,1.39
38,October,2,0,0.00,6.0,5,0,0,3,7,1.33
