,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-06,0,0,13.50,0.2,2,1,0,1,0,4.50
1,2021-04-07,0,0,5.40,1.0,0,0,0,0,3,1.80
2,2021-04-10,0,0,4.50,0.1,1,0,0,0,1,2.00
3,2021-04-12,1,0,5.40,1.1,1,1,1,0,2,1.50
4,2021-04-15,0,0,3.38,2.0,1,0,0,1,0,1.31
5,2021-04-17,0,0,2.84,1.0,0,0,0,1,1,1.26
6,2021-04-19,0,0,3.86,0.2,1,1,1,0,2,1.29
7,2021-04-23,0,0,3.38,1.0,2,0,0,0,1,1.38
8,2021-04-24,0,0,3.00,1.0,0,0,0,0,1,1.22
9,2021-04-27,0,0,4.50,1.0,2,2,1,0,1,1.30
10,2021-04-30,0,0,4.22,0.2,1,0,0,1,1,1.41
11,April,1,0,4.22,10.2,11,5,3,4,13,1.41
12,2021-05-01,0,0,3.86,1.0,0,0,0,1,1,1.37
13,2021-05-05,0,0,3.55,1.0,0,0,0,0,3,1.26
14,2021-05-07,1,0,3.29,1.0,0,0,0,1,1,1.24
15,2021-05-08,0,0,3.07,1.0,0,0,0,0,1,1.16
16,2021-05-11,0,0,4.80,0.1,3,3,0,2,0,1.47
17,2021-05-12,0,0,5.06,1.0,3,1,0,0,0,1.56
18,2021-05-17,0,0,4.86,0.2,0,0,0,0,1,1.50
19,2021-05-19,0,0,4.50,1.1,1,0,0,0,0,1.44
20,2021-05-21,0,0,4.34,0.2,1,0,0,0,1,1.45
21,2021-05-22,0,0,4.12,1.0,1,0,0,0,1,1.42
22,2021-05-26,0,0,3.92,1.0,0,0,0,1,0,1.40
23,2021-05-30,0,0,3.74,1.0,0,0,0,3,1,1.48
24,2021-05-31,0,0,3.97,1.0,3,1,0,1,2,1.59
25,May,1,0,3.75,12.0,12,5,0,9,12,1.75
26,2021-06-05,0,0,3.80,1.0,0,0,0,0,2,1.52
27,2021-06-06,0,1,3.75,0.1,2,0,0,2,1,1.67
28,2021-06-09,0,0,3.91,1.1,1,1,1,0,2,1.62
29,2021-06-12,0,0,3.76,1.0,1,0,0,0,1,1.59
30,2021-06-12,0,1,4.05,0.1,2,1,0,1,0,1.69
31,2021-06-14,1,0,3.90,1.0,0,0,0,1,2,1.66
32,2021-06-16,0,0,4.13,0.2,3,1,0,0,1,1.73
33,2021-06-18,0,0,3.99,1.0,0,0,0,0,1,1.67
34,2021-06-20,0,0,3.86,1.0,0,0,0,0,1,1.62
35,June,1,2,3.52,7.2,9,3,1,4,11,1.70
36,2021-07-06,0,0,3.73,1.0,1,0,0,0,0,1.60
37,2021-07-08,0,0,3.58,1.1,1,0,0,0,0,1.56
38,2021-07-11,0,0,3.48,1.0,0,0,0,0,3,1.51
39,2021-07-17,0,0,3.93,0.2,4,2,0,0,1,1.60
40,2021-07-20,0,0,3.82,1.0,0,0,0,0,0,1.56
41,2021-07-21,0,0,3.72,1.0,0,0,0,0,0,1.51
42,2021-07-25,0,0,3.55,1.2,1,0,0,1,2,1.50
43,2021-07-26,0,0,3.46,1.0,0,0,0,1,2,1.49
44,2021-07-27,0,0,3.38,1.0,0,0,0,2,0,1.50
45,2021-07-29,0,0,3.29,1.0,0,0,0,0,2,1.46
46,2021-07-30,0,0,3.21,1.0,1,0,0,0,0,1.45
47,July,0,0,1.54,11.2,8,2,0,4,10,1.03
48,2021-08-01,1,0,3.14,1.0,0,0,0,0,0,1.42
49,2021-08-05,0,1,3.07,1.0,3,0,0,1,1,1.48
50,2021-08-07,0,0,3.00,1.0,0,0,0,0,0,1.44
51,2021-08-12,0,1,3.18,0.1,1,1,1,0,0,1.46
52,2021-08-15,0,0,3.11,1.0,0,0,0,0,0,1.42
53,2021-08-17,0,0,3.04,1.0,1,0,0,0,0,1.42
54,2021-08-18,0,0,2.96,1.1,1,0,0,0,1,1.40
55,2021-08-20,0,0,2.90,1.0,0,0,0,1,1,1.39
56,2021-08-24,0,0,2.84,1.0,1,0,0,0,2,1.38
57,2021-08-25,0,1,2.82,0.1,1,0,0,2,0,1.43
58,2021-08-27,0,0,2.77,1.0,0,0,0,1,0,1.42
59,August,1,3,0.90,10.0,8,1,1,5,5,1.30
60,2021-09-04,0,1,2.89,1.0,2,1,1,0,2,1.43
61,2021-09-04,0,0,2.83,1.0,0,0,0,1,2,1.43
62,2021-09-06,1,0,2.73,2.0,1,0,0,1,2,1.41
63,2021-09-08,0,0,2.68,1.0,1,0,0,0,2,1.40
64,2021-09-12,0,0,2.61,1.2,0,0,0,0,1,1.36
65,2021-09-15,0,1,3.15,1.1,4,4,1,1,1,1.42
66,2021-09-17,0,1,3.39,1.0,3,2,1,1,0,1.46
67,2021-09-19,0,0,3.34,1.0,0,0,0,1,1,1.45
68,2021-09-23,0,0,3.57,1.0,2,2,0,0,1,1.46
69,2021-09-24,0,0,3.52,1.0,1,0,0,0,1,1.45
70,2021-09-27,0,0,3.46,1.0,1,0,0,1,1,1.46
71,September,1,3,6.23,13.0,15,9,3,6,14,1.62
72,2021-10-02,0,0,3.43,0.2,0,0,0,2,2,1.48
73,2021-10-03,0,1,3.55,0.1,1,1,1,0,1,1.48
74,October,0,1,9.00,1.0,1,1,1,2,3,3.00
