,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-03,0,1,5.06,5.1,7,3,1,3,5,1.88
1,2021-04-10,0,0,5.23,5.0,8,3,1,2,6,1.94
2,2021-04-14,0,0,4.76,1.0,0,0,0,0,1,1.76
3,2021-04-20,0,0,5.87,4.0,7,4,1,2,4,1.89
4,2021-04-25,1,0,4.03,7.0,3,0,0,3,8,1.57
5,2021-04-30,0,1,4.13,6.0,8,3,0,1,4,1.55
6,April,1,2,4.13,28.1,33,13,3,11,28,1.55
7,2021-05-05,0,1,5.34,3.2,3,6,0,3,5,1.56
8,2021-05-11,1,0,4.74,6.0,3,1,1,2,10,1.45
9,2021-05-17,1,0,4.09,6.0,6,0,0,1,4,1.41
10,2021-05-29,1,0,3.86,5.0,1,1,0,0,7,1.29
11,May,3,1,3.48,20.2,13,8,1,6,26,0.92
12,2021-07-09,0,0,3.63,3.0,1,0,0,0,4,1.23
13,2021-07-16,0,0,3.54,4.0,5,1,0,1,2,1.25
14,2021-07-21,0,0,3.54,5.0,3,2,1,3,5,1.25
15,2021-07-27,0,0,3.36,6.0,3,1,0,1,5,1.19
16,July,0,0,2.00,18.0,12,4,1,5,16,0.94
17,2021-08-01,1,0,3.33,6.0,7,2,1,1,3,1.21
18,2021-08-06,0,0,3.19,6.0,3,1,1,1,9,1.16
19,2021-08-12,1,0,2.96,6.0,3,0,0,2,8,1.14
20,2021-08-17,1,0,2.92,7.1,7,2,1,1,8,1.14
21,2021-08-22,0,0,2.84,6.0,5,1,0,1,7,1.13
22,2021-08-28,1,0,2.65,7.0,5,0,0,1,6,1.11
23,August,4,0,1.41,38.1,30,6,3,7,41,0.97
24,2021-09-02,0,0,2.56,7.0,4,1,0,1,10,1.09
25,2021-09-07,1,0,2.64,7.0,9,3,0,0,6,1.10
26,2021-09-12,1,0,2.87,6.0,7,5,1,2,5,1.12
27,2021-09-17,0,0,2.86,7.0,6,2,0,0,9,1.10
28,2021-09-23,0,0,3.04,4.0,4,4,0,2,3,1.11
29,2021-09-28,0,0,2.93,5.0,4,0,0,2,6,1.12
30,September,2,0,3.75,36.0,34,15,1,7,39,1.14
31,2021-10-03,1,0,3.03,7.0,6,4,0,0,8,1.11
32,October,1,0,5.14,7.0,6,4,0,0,8,0.86
