,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-02,0,0,0.00,1,0,5.0,2,0,0,0,2,4,0.80
1,2021-04-07,0,1,1.54,1,0,6.2,3,2,2,1,2,6,0.77
2,2021-04-13,0,0,4.60,1,0,4.0,9,6,6,2,1,6,1.21
3,2021-04-18,0,1,3.32,1,0,6.0,6,1,0,0,2,9,1.25
4,2021-04-24,0,0,2.93,1,0,6.0,2,1,1,0,1,7,1.08
5,2021-04-30,0,0,2.34,1,0,7.0,6,0,0,0,2,2,1.10
6,April,0,2,2.34,6,0,34.2,28,10,9,3,10,34,1.10
7,2021-05-06,0,0,2.04,1,0,5.0,3,1,0,0,2,6,1.08
8,2021-05-11,0,1,3.07,1,0,4.1,7,6,6,1,3,3,1.20
9,2021-05-16,1,0,3.12,1,0,5.0,7,2,2,0,1,3,1.24
10,2021-05-22,0,0,2.73,1,0,7.0,4,0,0,0,1,8,1.18
11,2021-05-27,0,0,2.71,1,0,7.0,4,2,2,1,1,5,1.13
12,May,1,1,3.18,5,0,28.1,25,11,10,2,8,25,1.16
13,2021-06-02,0,0,2.82,1,0,4.0,5,2,2,2,1,9,1.15
14,2021-06-08,1,0,2.76,1,0,8.0,5,2,2,0,0,8,1.09
15,2021-06-13,0,1,3.12,1,0,3.0,6,4,4,1,2,2,1.15
16,2021-06-19,1,0,2.86,1,0,7.0,1,0,0,0,0,7,1.07
17,2021-06-25,1,0,2.87,1,0,6.0,6,2,2,1,1,9,1.08
18,June,3,1,3.21,5,0,28.0,23,10,10,4,4,35,0.96
19,2021-07-02,0,1,2.97,1,0,0.0,0,1,1,0,0,0,1.08
20,2021-07-06,0,0,2.94,1,0,4.0,4,1,1,0,1,8,1.08
21,2021-07-11,1,0,3.03,1,0,6.0,5,3,3,1,2,9,1.09
22,July,1,1,4.50,3,0,10.0,9,5,5,1,3,17,1.20
23,2021-10-03,0,0,3.07,1,0,1.2,4,1,1,1,1,4,1.12
24,October,0,0,5.40,1,0,1.2,4,1,1,1,1,4,3.00
