,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-05-01,0,0,0.00,0,0,0.2,2,0,0,0,0,0,3.00
1,2018-05-04,0,0,0.00,0,0,1.2,0,0,0,0,0,1,0.86
2,2018-05-05,0,0,0.00,0,0,1.0,1,0,0,0,2,1,1.50
3,2018-05-08,0,0,0.00,0,0,1.0,0,0,0,0,1,0,1.38
4,2018-05-15,1,0,0.00,0,0,1.1,1,0,0,0,0,2,1.24
5,2018-05-20,0,0,2.70,0,0,1.0,1,2,2,1,1,0,1.35
6,2018-05-22,0,0,2.16,0,0,1.2,1,0,0,0,0,2,1.20
7,2018-05-25,0,0,3.24,0,0,0.0,2,1,1,0,0,0,1.44
8,2018-05-27,0,0,3.00,0,0,0.2,2,1,0,0,0,1,1.56
9,2018-05-31,0,0,2.61,0,0,1.1,0,0,0,0,0,2,1.35
10,May,1,0,2.61,0,0,10.1,10,4,3,1,4,9,1.35
11,2018-06-06,0,0,2.38,0,0,1.0,0,0,0,0,1,1,1.32
12,2018-06-08,0,0,4.05,0,0,2.0,4,3,3,1,0,2,1.43
13,2018-06-12,0,0,3.77,0,0,1.0,0,0,0,0,0,0,1.33
14,2018-06-16,0,0,3.31,0,0,2.0,0,0,0,0,0,3,1.16
15,2018-06-18,0,0,3.63,0,0,1.0,0,1,1,0,1,1,1.15
16,June,0,0,5.14,0,0,7.0,4,4,4,1,2,7,0.86
17,2018-07-14,0,0,3.15,0,0,2.2,0,0,0,0,0,1,1.00
18,2018-07-31,0,0,3.00,0,0,1.0,1,0,0,0,1,3,1.05
19,July,0,0,0.00,0,0,3.2,1,0,0,0,1,4,0.55
20,2018-08-04,0,0,2.96,0,0,3.1,3,1,1,0,0,4,1.03
21,2018-08-07,0,0,3.20,0,0,1.0,1,1,1,1,0,2,1.03
22,2018-08-10,0,0,3.08,0,0,1.0,0,0,0,0,1,1,1.03
23,2018-08-11,0,0,3.58,0,0,1.1,2,2,2,0,1,1,1.08
24,2018-08-13,0,0,3.34,0,0,2.0,1,0,0,0,1,1,1.08
25,2018-08-15,0,0,3.48,0,0,1.1,3,1,1,0,0,1,1.13
26,2018-08-17,0,0,3.38,0,0,1.0,1,0,0,0,0,1,1.13
27,2018-08-21,0,0,3.34,0,0,0.1,0,0,0,0,0,1,1.11
28,2018-08-22,0,0,3.41,0,0,2.0,2,1,1,0,0,3,1.11
29,2018-08-23,0,0,3.31,0,0,1.0,1,0,0,0,0,0,1.10
30,2018-08-25,0,0,3.47,0,0,1.0,1,1,1,1,0,2,1.10
31,2018-08-29,0,0,3.62,0,0,1.0,2,1,1,0,1,2,1.15
32,August,0,0,4.41,0,0,16.1,17,8,8,2,4,19,1.29
33,2018-09-01,0,0,3.58,0,0,0.1,1,0,0,0,1,0,1.19
34,2018-09-05,0,0,3.40,0,0,2.0,2,0,0,0,0,0,1.18
35,2018-09-08,1,0,3.35,0,0,0.2,1,0,0,0,1,1,1.21
36,2018-09-11,1,0,3.32,0,0,0.1,0,0,0,0,1,0,1.23
37,2018-09-12,0,0,3.24,0,0,1.0,0,0,0,0,0,1,1.20
38,2018-09-16,0,0,3.14,0,0,1.1,1,0,0,0,0,1,1.19
39,2018-09-17,0,0,3.09,0,0,0.2,0,0,0,0,0,0,1.17
40,2018-09-20,0,0,3.05,0,0,0.2,0,0,0,0,0,2,1.15
41,2018-09-23,0,1,3.74,0,0,1.1,6,4,4,0,1,0,1.27
42,2018-09-26,1,0,3.66,0,0,1.0,0,0,0,0,0,3,1.24
43,2018-09-28,0,0,3.59,0,0,1.0,0,0,0,0,0,0,1.22
44,September,3,1,3.48,0,0,10.1,11,4,4,0,4,8,1.45
