,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,March,1,0,0.00,1.2,3,0,0,0,2,1.80
1,2019-03-31,1,0,0.00,1.2,3,0,0,0,2,1.80
2,2019-04-03,1,0,0.00,1.0,0,0,0,0,0,1.13
3,2019-04-04,0,0,0.00,1.0,1,0,0,0,1,1.09
4,2019-04-07,0,0,0.00,0.2,0,0,0,0,1,0.92
5,2019-04-09,1,0,0.00,1.2,0,0,0,1,2,0.83
6,2019-04-12,0,0,0.00,1.0,1,0,0,0,1,0.86
7,2019-04-13,0,0,0.00,1.0,1,0,0,1,1,1.00
8,2019-04-17,0,0,0.00,0.2,1,0,0,1,1,1.15
9,2019-04-18,0,0,0.93,1.0,3,1,0,0,2,1.34
10,2019-04-21,0,0,0.90,0.1,1,0,0,0,0,1.40
11,2019-04-23,0,0,0.79,1.1,0,0,0,0,3,1.24
12,2019-04-26,0,1,1.46,1.0,1,1,1,0,1,1.22
13,2019-04-27,0,0,1.35,1.0,0,0,0,0,2,1.13
14,April,2,1,1.54,11.2,9,2,1,3,15,1.03
15,2019-05-02,0,0,1.23,1.1,1,0,0,1,2,1.16
16,2019-05-04,0,0,1.15,1.0,1,0,0,1,0,1.21
17,2019-05-09,0,0,1.06,1.1,1,0,0,0,1,1.18
18,2019-05-11,0,0,1.00,1.0,0,0,0,0,0,1.11
19,2019-05-15,0,0,0.95,1.0,0,0,0,0,2,1.05
20,2019-05-16,0,0,1.80,1.0,4,2,0,1,2,1.25
21,2019-05-18,0,0,1.71,1.0,0,0,0,0,1,1.19
22,2019-05-22,0,0,3.43,0.0,2,4,1,1,0,1.33
23,2019-05-24,0,0,3.68,1.0,3,1,1,0,0,1.41
24,2019-05-28,0,0,3.52,1.0,1,0,0,0,3,1.39
25,May,0,0,6.52,9.2,13,7,2,4,11,1.76
26,2019-06-01,0,0,3.38,1.0,0,0,0,0,1,1.33
27,2019-06-02,0,0,3.24,1.0,0,0,0,0,1,1.28
28,2019-06-04,0,0,3.16,0.2,0,0,0,0,1,1.25
29,2019-06-05,1,0,3.04,1.0,2,0,0,0,2,1.28
30,2019-06-07,0,1,3.62,0.2,3,2,0,0,2,1.35
31,2019-06-08,0,0,3.58,0.1,0,0,0,0,0,1.34
32,2019-06-14,0,0,3.45,1.0,1,0,0,1,2,1.36
33,2019-06-19,0,0,3.34,1.0,0,0,0,0,0,1.31
34,2019-06-20,0,0,3.23,1.0,0,0,0,0,1,1.27
35,2019-06-23,0,0,3.13,1.0,1,0,0,0,0,1.26
36,2019-06-26,0,0,3.09,0.1,1,0,0,0,1,1.28
37,2019-06-27,0,0,3.27,1.0,1,1,0,1,0,1.30
38,2019-06-30,0,0,3.18,1.0,1,0,0,1,1,1.32
39,June,1,1,2.45,11.0,10,3,0,3,12,1.18
40,2019-07-02,1,0,3.09,1.0,0,0,0,1,2,1.31
41,2019-07-03,0,0,3.25,1.0,3,1,0,0,2,1.36
42,2019-07-07,1,0,3.13,1.1,2,0,0,0,0,1.37
43,2019-07-12,0,0,3.05,1.0,1,0,0,0,2,1.36
44,2019-07-13,0,0,2.97,1.0,1,0,0,0,0,1.35
45,2019-07-20,0,0,2.85,1.2,0,0,0,0,2,1.29
46,2019-07-24,0,0,2.79,1.0,1,0,0,0,2,1.29
47,2019-07-24,0,0,2.72,1.0,1,0,0,0,1,1.28
48,2019-07-29,0,0,2.86,1.0,1,1,1,0,3,1.27
49,2019-07-31,0,1,3.00,1.0,1,1,1,0,0,1.27
50,July,2,1,2.45,11.0,11,3,2,1,14,1.09
51,2019-08-02,0,0,2.93,1.0,0,0,0,0,1,1.24
52,2019-08-05,0,0,2.87,1.0,0,0,0,0,0,1.21
53,2019-08-06,0,0,2.81,1.0,1,0,0,0,2,1.21
54,2019-08-09,0,1,3.51,0.2,6,4,1,0,0,1.32
55,2019-08-11,0,0,3.44,1.0,0,0,0,0,1,1.29
56,2019-08-12,0,0,3.73,1.0,3,2,1,1,0,1.34
57,2019-08-16,0,0,3.66,1.0,0,0,0,1,1,1.34
58,2019-08-17,0,0,4.33,0.1,4,4,3,0,0,1.40
59,August,0,1,12.86,7.0,14,10,5,2,5,2.29
60,2019-09-01,0,0,4.25,1.0,0,0,0,0,0,1.38
61,2019-09-04,0,0,4.17,1.0,1,0,0,1,0,1.39
62,2019-09-07,0,0,4.09,1.0,0,0,0,0,2,1.36
63,2019-09-11,0,0,4.07,0.1,0,0,0,0,0,1.36
64,2019-09-15,0,0,3.99,1.0,0,0,0,0,0,1.33
65,2019-09-16,0,1,4.11,0.2,0,1,0,1,2,1.33
66,2019-09-24,0,0,4.03,1.0,0,0,0,0,0,1.31
67,2019-09-25,0,0,3.97,1.0,1,0,0,0,3,1.31
68,2019-09-28,0,0,4.05,1.0,1,1,1,0,0,1.30
69,September,0,1,2.25,8.0,3,2,1,2,7,0.63
