,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-18,0,1,4.15,1,0,4.1,5,2,2,2,1,3,1.38
1,2021-04-24,0,0,3.38,0,0,1.0,0,0,0,0,0,0,1.13
2,2021-04-27,0,0,2.84,0,0,1.0,0,0,0,0,0,1,0.95
3,April,0,1,2.84,1,0,6.1,5,2,2,2,1,4,0.95
4,2021-05-04,0,0,2.45,0,0,1.0,0,0,0,0,0,0,0.82
5,2021-05-05,0,0,1.93,0,0,2.0,0,0,0,0,0,1,0.64
6,2021-05-11,0,0,1.64,0,0,1.2,0,0,0,0,0,1,0.55
7,2021-05-14,0,0,2.08,0,0,2.0,2,1,1,0,0,1,0.62
8,2021-05-17,0,0,2.57,0,0,1.0,2,1,1,0,0,1,0.71
9,2021-05-29,0,0,2.40,0,0,1.0,1,0,0,0,1,1,0.80
10,May,0,0,2.08,0,0,8.2,5,2,2,0,1,5,0.69
11,2021-06-01,0,0,2.25,0,0,1.0,0,0,0,0,0,1,0.75
12,2021-06-03,0,0,2.12,0,0,1.0,0,0,0,0,0,2,0.71
13,2021-06-06,0,0,2.95,0,0,1.1,2,2,2,1,1,0,0.82
14,2021-06-08,0,0,2.79,0,0,1.0,1,0,0,0,0,2,0.83
15,2021-06-11,0,1,2.78,0,0,3.1,3,1,1,1,0,5,0.84
16,2021-06-16,1,0,2.28,1,0,5.0,3,0,0,0,0,2,0.80
17,2021-06-23,0,0,2.20,0,1,1.0,0,0,0,0,0,0,0.77
18,2021-06-25,0,0,2.35,0,0,2.0,3,2,1,0,1,2,0.85
19,2021-06-28,1,0,2.02,1,0,5.0,5,0,0,0,0,3,0.87
20,June,2,1,1.74,2,1,20.2,17,5,4,2,2,17,0.92
21,2021-07-03,0,0,2.48,1,0,4.1,3,3,3,0,3,2,0.93
22,2021-07-09,0,0,2.89,1,0,3.2,6,3,3,1,1,1,1.01
23,2021-07-16,0,0,3.33,0,0,2.1,4,3,3,1,1,2,1.07
24,2021-07-20,0,0,3.00,1,0,5.0,4,0,0,0,0,3,1.04
25,2021-07-25,0,0,3.21,1,0,5.0,5,3,3,3,1,6,1.05
26,2021-07-30,1,0,3.08,1,0,5.1,4,1,1,0,1,6,1.04
27,July,1,0,4.56,5,0,25.2,26,13,13,5,7,20,1.29
28,2021-08-04,0,1,3.66,1,0,5.0,8,6,6,1,1,3,1.10
29,2021-08-10,0,0,3.74,1,0,1.0,2,1,1,0,0,0,1.11
30,2021-08-15,0,1,4.16,1,0,4.0,8,5,5,3,2,3,1.19
31,2021-08-21,0,0,4.28,1,0,4.1,5,3,3,1,1,6,1.20
32,2021-08-27,1,0,4.13,1,0,5.0,3,1,1,1,0,7,1.17
33,August,1,2,7.45,5,0,19.1,26,16,16,6,4,19,1.55
34,2021-09-02,0,0,4.08,1,0,5.1,4,2,2,0,1,5,1.15
35,2021-09-07,0,0,4.35,1,0,5.0,7,5,5,1,2,7,1.19
36,2021-09-13,0,1,4.18,1,0,6.0,6,1,1,0,3,6,1.21
37,2021-09-19,1,0,3.94,1,0,5.2,3,0,0,0,3,7,1.20
38,2021-09-24,0,0,4.01,1,0,5.0,5,3,3,2,0,2,1.19
39,2021-09-29,0,0,4.27,1,0,2.0,4,4,4,1,1,0,1.21
40,September,1,1,4.66,6,0,29.0,29,15,15,4,10,27,1.34
