,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,March,1,0,2.70,3.1,5,1,1,1,5,1.80
1,2019-03-31,1,0,2.70,3.1,5,1,1,1,5,1.80
2,2019-04-04,0,0,1.93,1.1,0,0,0,1,2,1.50
3,2019-04-06,0,0,1.59,1.0,0,0,0,0,2,1.24
4,2019-04-09,0,1,2.08,3.0,4,1,1,1,1,1.38
5,2019-04-14,0,1,1.98,5.0,4,1,0,1,3,1.24
6,2019-04-18,1,0,1.72,2.0,0,0,0,1,4,1.15
7,2019-04-24,1,0,1.74,5.0,4,1,0,1,6,1.11
8,2019-04-29,0,1,2.81,5.0,6,4,2,1,2,1.17
9,April,2,3,2.82,22.1,18,7,3,6,20,1.07
10,2019-05-06,1,0,2.48,7.0,3,1,0,0,4,1.01
11,2019-05-12,1,0,2.33,6.0,4,1,1,3,4,1.03
12,2019-05-18,0,1,2.68,5.0,5,3,1,3,1,1.10
13,2019-05-24,0,0,2.96,5.0,7,3,1,2,4,1.17
14,2019-05-29,0,0,2.80,6.0,3,1,0,0,7,1.10
15,May,2,1,2.79,29.0,22,9,3,8,20,1.03
16,2019-06-05,0,0,2.67,6.0,4,1,0,1,5,1.07
17,2019-06-11,1,0,2.60,5.0,4,1,1,3,7,1.10
18,2019-06-16,0,0,2.67,5.0,7,2,0,2,2,1.15
19,2019-06-28,1,0,2.50,5.0,1,0,0,1,5,1.10
20,June,2,0,1.71,21.0,16,4,1,7,19,1.10
21,2019-07-03,0,0,2.50,7.0,6,2,1,0,5,1.08
22,2019-07-13,0,1,2.94,6.0,8,6,3,0,4,1.09
23,2019-07-19,1,0,2.95,6.0,4,2,1,2,1,1.09
24,2019-07-24,0,1,3.12,3.1,6,3,1,3,4,1.14
25,July,1,2,5.24,22.1,24,13,6,5,14,1.30
26,2019-08-07,0,1,3.36,3.2,5,4,1,1,5,1.16
27,2019-08-13,0,1,3.76,3.2,8,6,1,2,1,1.22
28,2019-08-19,0,1,3.75,5.0,4,2,0,2,4,1.21
29,2019-08-24,1,0,3.61,7.0,5,1,1,0,7,1.18
30,2019-08-30,1,0,3.55,7.0,5,2,1,0,4,1.16
31,August,2,3,5.13,26.1,27,15,4,5,21,1.22
32,2019-09-05,0,1,3.50,6.2,4,2,1,0,4,1.13
33,2019-09-11,0,0,3.47,6.1,4,2,1,1,6,1.11
34,2019-09-16,0,1,3.65,5.2,6,5,1,2,3,1.13
35,2019-09-22,1,0,3.54,7.0,7,1,0,1,4,1.13
36,2019-09-28,1,0,3.60,5.0,5,3,2,2,5,1.14
37,September,2,2,3.82,30.2,26,13,5,6,22,1.04
