,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,0,0,1.0,0,0,0,0,2,0,2.00
1,2021-04-04,0,0,9.00,0,0,1.0,2,2,2,0,1,1,2.50
2,2021-04-06,0,0,6.75,0,0,0.2,0,0,0,0,0,0,1.88
3,2021-04-07,0,0,3.86,0,0,2.0,1,0,0,0,0,2,1.29
4,2021-04-11,0,0,4.76,0,0,1.0,1,2,1,1,0,2,1.24
5,2021-04-13,0,0,4.05,0,0,1.0,0,0,0,0,0,2,1.05
6,2021-04-17,0,0,3.52,0,0,1.0,0,0,0,0,0,1,0.91
7,2021-04-19,0,0,3.12,0,0,1.0,1,0,0,0,1,2,1.04
8,2021-04-23,0,0,2.89,0,0,0.2,1,0,0,0,0,1,1.07
9,2021-04-24,0,0,2.61,0,0,1.0,0,0,0,0,0,1,0.97
10,2021-04-28,0,1,3.48,0,0,0.0,1,1,1,0,0,0,1.06
11,2021-04-30,0,0,2.92,0,0,2.0,0,0,0,0,0,2,0.89
12,April,0,1,2.92,0,0,12.1,7,5,4,1,4,14,0.89
13,2021-05-01,0,0,3.55,0,0,0.1,2,1,1,0,0,0,1.03
14,2021-05-03,0,0,3.29,0,0,1.0,0,0,0,0,2,1,1.10
15,2021-05-06,0,0,3.07,0,0,1.0,0,0,0,0,1,1,1.09
16,2021-05-07,0,0,2.87,0,0,1.0,1,0,0,0,0,2,1.09
17,2021-05-12,0,0,2.55,0,0,2.0,0,0,0,0,1,1,1.02
18,2021-05-13,0,0,2.41,0,0,1.0,0,0,0,0,0,1,0.96
19,2021-05-16,0,0,2.21,0,0,1.2,3,0,0,0,1,2,1.08
20,2021-05-18,0,0,2.14,0,0,0.2,1,0,0,0,0,0,1.10
21,2021-05-19,0,0,2.05,0,0,1.0,0,0,0,0,0,1,1.05
22,2021-05-22,1,0,1.93,0,0,1.1,0,0,0,0,0,3,0.99
23,2021-05-26,0,0,1.82,0,0,1.1,0,0,0,0,1,1,0.97
24,2021-05-27,0,0,1.82,0,0,0.0,2,0,0,0,1,0,1.09
25,2021-05-29,0,0,1.75,0,0,1.0,1,0,0,0,1,1,1.13
26,2021-05-31,0,0,2.39,0,0,0.2,1,2,2,0,3,2,1.25
27,May,1,0,1.93,0,0,14.0,11,3,3,0,11,16,1.57
28,2021-06-05,0,0,2.25,0,0,1.2,2,1,0,0,1,2,1.29
29,2021-06-09,0,0,2.17,0,0,1.0,0,0,0,0,0,1,1.24
30,2021-06-11,0,1,2.76,0,0,0.1,3,2,2,0,0,1,1.33
31,2021-06-14,0,0,2.67,0,0,1.0,1,0,0,0,0,1,1.32
32,2021-06-15,0,0,2.59,0,0,1.0,0,0,0,0,0,2,1.28
33,2021-06-20,0,0,2.51,0,0,1.0,0,0,0,0,0,2,1.24
34,2021-06-23,0,0,2.67,0,0,1.1,2,1,1,0,0,0,1.25
35,2021-06-25,0,0,2.55,0,0,1.2,0,0,0,0,0,2,1.19
36,2021-06-26,0,0,2.48,0,0,1.0,0,0,0,0,0,0,1.16
37,2021-06-28,0,0,2.45,0,0,0.1,1,0,0,0,1,1,1.20
38,2021-06-29,0,0,2.65,0,0,0.2,1,1,1,0,2,1,1.26
39,June,0,1,3.27,0,0,11.0,10,5,4,0,4,13,1.27
40,2021-07-02,0,0,2.61,0,0,0.2,0,0,0,0,1,1,1.26
