,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-20,0,0,9.00,0,0,1.0,1,1,1,1,0,3,1.00
1,2021-04-25,1,0,3.38,0,0,1.2,2,0,0,0,0,1,1.13
2,2021-04-28,0,0,4.76,0,0,3.0,5,3,2,2,0,2,1.41
3,April,1,0,4.76,0,0,5.2,8,4,3,3,0,6,1.41
4,2021-05-04,0,0,5.00,0,0,3.1,6,2,2,1,2,2,1.78
5,2021-05-12,0,0,3.29,1,0,4.2,4,0,0,0,4,6,1.76
6,2021-05-17,0,1,6.46,1,0,1.2,5,6,6,1,3,1,2.09
7,2021-05-24,0,0,6.20,1,0,5.0,5,3,3,0,3,7,1.97
8,2021-05-30,0,0,7.15,1,0,2.1,4,4,4,0,3,2,2.07
9,May,0,1,7.94,4,0,17.0,24,15,15,2,15,18,2.29
10,2021-06-06,0,0,8.51,0,0,1.2,9,5,5,0,0,2,2.30
11,2021-06-12,0,0,7.86,0,0,2.0,1,0,0,0,0,4,2.16
12,2021-06-17,0,0,7.57,0,0,1.0,1,0,0,0,0,3,2.12
13,2021-06-20,0,0,6.40,1,0,5.0,2,0,0,0,1,4,1.89
14,2021-06-27,0,1,7.32,1,0,3.1,6,6,6,2,4,1,1.99
15,June,0,1,7.62,2,0,13.0,19,11,11,2,5,14,1.85
16,2021-07-02,0,1,8.22,1,0,2.2,6,6,6,0,2,3,2.06
17,2021-07-07,0,1,8.23,1,0,4.1,5,4,4,0,3,3,2.04
18,July,0,2,12.86,2,0,7.0,11,10,10,0,5,6,2.29
19,2021-08-03,0,0,8.04,0,0,1.0,1,0,0,0,0,1,2.02
20,2021-08-04,0,0,7.86,0,0,1.0,1,0,0,0,1,0,2.01
21,2021-08-09,0,0,7.71,1,0,2.0,4,1,1,0,1,1,2.04
22,2021-08-14,0,0,7.95,1,0,2.0,4,3,3,1,0,3,2.03
23,2021-08-20,0,0,7.52,1,0,4.0,3,1,1,0,1,2,1.96
24,2021-08-26,0,0,7.31,1,0,4.0,5,4,2,0,2,3,1.94
25,August,0,0,4.50,4,0,14.0,18,9,7,1,5,10,1.64
26,2021-09-03,0,0,7.18,0,0,1.0,0,0,0,0,0,0,1.91
27,2021-09-06,0,0,6.94,0,0,2.0,1,0,0,0,0,3,1.86
28,2021-09-10,0,0,7.04,0,0,1.2,3,2,2,2,0,2,1.86
29,2021-09-14,0,0,6.97,0,0,0.2,0,0,0,0,0,1,1.84
30,2021-09-19,0,0,6.86,0,0,1.0,0,0,0,0,0,3,1.81
31,2021-09-20,0,0,6.75,0,0,1.0,0,0,0,0,0,1,1.78
32,2021-09-25,0,0,6.55,0,0,2.0,1,0,0,0,1,2,1.76
33,2021-09-30,0,0,6.45,0,0,1.0,1,0,0,0,0,0,1.75
34,September,0,0,1.74,0,0,10.1,6,2,2,2,1,12,0.68
35,2021-10-02,0,0,6.68,0,0,1.2,4,3,3,0,1,2,1.78
36,October,0,0,16.20,0,0,1.2,4,3,3,0,1,2,3.00
