,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-03-30,0,0,0.00,2.0,1,0,0,0,2,0.50
1,March,0,0,0.00,2.0,1,0,0,0,2,0.50
2,2018-04-04,0,0,3.86,2.2,3,2,1,0,3,0.86
3,2018-04-08,0,0,10.13,0.2,4,4,0,0,1,1.50
4,2018-04-10,0,0,8.53,1.0,1,0,0,0,1,1.42
5,2018-04-15,0,0,8.31,2.1,1,2,0,2,3,1.38
6,2018-04-21,0,0,6.75,2.0,4,0,0,0,1,1.50
7,2018-04-25,0,0,5.40,2.2,1,0,0,0,4,1.28
8,2018-04-29,0,0,4.32,3.1,2,0,0,0,3,1.14
9,April,0,0,4.91,14.2,16,8,1,2,16,1.23
10,2018-05-02,0,1,4.58,1.0,2,1,0,0,2,1.19
11,2018-05-06,0,0,4.34,1.0,1,0,0,1,2,1.23
12,2018-05-09,0,0,3.92,2.0,0,0,0,0,2,1.11
13,2018-05-12,0,0,3.80,3.0,1,1,1,1,2,1.06
14,2018-05-16,1,0,3.38,3.0,3,0,0,0,3,1.05
15,2018-05-20,0,1,3.14,2.0,0,0,0,2,1,1.05
16,2018-05-24,0,0,3.45,2.2,4,2,1,0,3,1.09
17,2018-05-28,0,0,3.15,3.0,0,0,0,0,2,0.99
18,May,1,2,2.04,17.2,11,4,2,4,17,0.85
19,2018-06-01,0,1,3.31,1.0,2,1,1,0,1,1.02
20,2018-06-08,0,0,3.58,2.1,5,2,0,1,2,1.12
21,2018-06-13,0,0,3.27,3.2,2,0,0,1,2,1.09
22,2018-06-18,0,0,3.68,2.2,4,3,0,1,2,1.14
23,2018-06-24,0,0,4.02,3.0,3,3,1,2,1,1.17
24,June,0,1,6.39,12.2,16,9,2,5,8,1.66
25,2018-07-02,0,0,3.86,2.0,1,0,0,0,0,1.14
26,2018-07-04,0,0,3.71,2.0,1,0,0,2,3,1.16
27,2018-07-09,1,0,3.63,1.0,1,0,0,0,1,1.15
28,2018-07-11,0,0,3.76,3.0,3,2,1,1,6,1.16
29,2018-07-15,0,1,4.34,1.0,2,4,1,4,1,1.25
30,2018-07-23,1,0,4.07,3.2,3,0,0,0,5,1.22
31,2018-07-27,0,0,4.09,2.0,2,1,1,0,3,1.22
32,2018-07-30,0,1,4.38,2.0,6,3,2,0,1,1.27
33,July,2,2,5.40,16.2,19,10,5,7,20,1.56
34,2018-08-02,0,0,4.31,1.0,1,0,0,0,1,1.27
35,2018-08-04,0,0,4.25,1.0,0,0,0,0,1,1.25
36,2018-08-06,0,0,4.19,1.0,2,0,0,0,1,1.26
37,2018-08-08,0,0,4.12,1.0,0,0,0,1,1,1.26
38,2018-08-12,0,0,4.06,1.0,0,0,0,0,1,1.24
39,2018-08-17,0,0,4.08,2.0,1,1,1,1,2,1.23
40,2018-08-24,0,0,4.09,2.0,2,1,1,1,3,1.24
41,August,0,0,2.00,9.0,6,2,2,3,10,1.00
42,2018-09-06,0,0,4.03,1.0,0,0,0,0,1,1.22
43,2018-09-08,0,0,4.00,0.2,0,0,0,0,0,1.21
44,2018-09-10,0,0,4.76,1.1,8,7,1,2,0,1.32
45,2018-09-18,0,1,5.21,2.0,5,5,2,0,4,1.35
46,2018-09-28,0,1,5.26,1.0,2,1,0,2,0,1.39
47,September,0,2,19.50,6.0,15,13,3,4,5,3.17
