,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-28,1,0,3.60,5.0,6,2,0,3,3,1.80
1,July,1,0,3.60,5.0,6,2,0,3,3,1.80
2,2020-08-02,1,0,2.45,6.0,4,1,0,1,6,1.27
3,2020-08-07,1,0,2.65,6.0,5,2,1,1,5,1.18
4,2020-08-12,0,0,3.91,6.0,9,5,1,0,4,1.26
5,2020-08-18,0,0,2.90,8.0,3,0,0,0,6,1.03
6,2020-08-23,0,1,3.96,5.1,7,6,4,1,1,1.10
7,2020-08-29,0,0,3.32,7.0,7,0,0,1,3,1.11
8,August,2,1,3.29,38.1,35,14,6,4,25,1.02
9,2020-09-04,0,0,3.33,5.1,7,2,1,0,3,1.13
10,2020-09-09,0,1,3.69,5.0,6,4,1,4,2,1.21
11,2020-09-15,1,0,3.30,9.0,6,1,0,1,3,1.15
12,2020-09-20,1,0,3.13,6.1,3,1,0,2,3,1.12
13,2020-09-25,0,1,3.44,4.1,8,4,1,4,2,1.21
14,September,2,2,3.60,30.0,30,12,3,11,13,1.37
