,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-06-26,0,1,3.00,1,0,6.0,6,2,2,0,4,3,1.67
1,June,0,1,3.00,1,0,6.0,6,2,2,0,4,3,1.67
2,2018-07-02,0,0,2.77,1,0,7.0,6,2,2,0,0,8,1.23
3,2018-07-08,0,0,2.25,1,0,7.0,7,1,1,0,2,5,1.25
4,2018-07-13,0,0,3.52,1,0,3.0,8,7,4,0,4,5,1.61
5,2018-07-24,0,1,2.79,1,0,6.0,6,2,0,0,0,2,1.48
6,2018-07-29,0,0,2.83,1,0,6.0,6,2,2,0,1,5,1.43
7,July,0,1,2.79,5,0,29.0,33,14,9,0,7,25,1.38
8,2018-08-03,1,0,2.30,1,0,8.0,4,1,0,0,0,2,1.26
9,2018-08-09,1,0,2.81,1,0,5.0,9,4,4,1,3,2,1.38
10,2018-08-14,0,0,3.29,1,0,4.0,6,4,4,0,4,1,1.46
11,2018-08-19,0,1,4.27,1,0,0.2,4,6,6,1,2,0,1.56
12,2018-08-24,1,0,4.12,1,0,6.1,7,2,2,1,1,5,1.53
13,2018-08-29,0,0,4.52,1,0,4.2,8,5,5,2,0,2,1.54
14,August,3,1,6.59,6,0,28.2,38,22,21,5,10,12,1.67
15,2018-09-04,0,1,4.39,1,0,6.0,3,2,2,0,2,5,1.48
16,2018-09-11,0,0,4.26,1,0,6.1,3,2,2,0,2,5,1.42
17,2018-09-17,1,0,3.86,1,0,8.0,3,0,0,0,1,7,1.33
18,2018-09-23,0,1,3.76,1,0,7.0,3,2,2,0,4,7,1.31
19,2018-09-29,0,1,3.87,1,0,6.2,7,4,4,2,3,3,1.32
20,September,1,3,2.65,5,0,34.0,19,10,10,2,12,27,0.91
