,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-03-29,0,0,10.80,1,0,5.0,8,6,6,3,2,3,2.00
1,March,0,0,10.80,1,0,5.0,8,6,6,3,2,3,2.00
2,2019-04-03,0,0,8.10,1,0,5.0,4,3,3,1,4,3,1.80
3,2019-04-11,0,0,8.40,1,0,5.0,6,5,5,2,4,4,1.87
4,2019-04-17,0,0,6.00,1,0,6.0,3,1,0,0,1,6,1.52
5,April,0,0,4.50,3,0,16.0,13,9,8,3,9,13,1.38
6,2019-07-22,0,0,7.06,0,0,0.2,5,3,3,0,0,2,1.71
7,2019-07-25,0,0,6.75,0,0,1.0,1,0,0,0,0,1,1.68
8,2019-07-27,0,0,7.23,0,0,1.0,3,2,2,0,0,2,1.73
9,2019-07-30,0,0,6.93,0,0,1.0,1,0,0,0,1,3,1.74
10,July,0,0,12.27,0,0,3.2,10,5,5,0,1,8,3.00
11,2019-08-02,0,0,6.66,0,0,1.0,0,0,0,0,0,1,1.68
12,2019-08-05,0,0,6.75,0,0,1.0,1,1,1,1,1,0,1.69
13,2019-08-07,0,0,6.59,0,0,2.0,3,1,1,0,0,5,1.67
14,2019-08-09,0,0,6.46,0,0,2.0,1,1,1,0,2,1,1.66
15,2019-08-11,0,0,6.25,0,0,1.0,1,0,0,0,0,0,1.64
16,2019-08-13,0,0,6.12,0,0,0.2,0,0,0,0,0,1,1.61
17,2019-08-14,1,0,5.77,0,0,2.0,1,0,0,0,0,2,1.54
18,2019-08-18,0,0,6.69,1,0,2.0,3,5,5,1,3,1,1.62
19,2019-08-24,0,0,6.64,1,0,3.0,4,2,2,1,1,3,1.63
20,2019-08-30,0,0,6.23,1,0,4.0,3,1,1,1,1,8,1.57
21,August,1,0,5.30,3,0,18.2,17,11,11,4,8,22,1.34
22,2019-09-05,0,0,5.77,1,0,5.0,1,1,1,0,4,3,1.51
23,2019-09-10,0,0,5.81,1,0,4.1,6,3,3,2,2,6,1.54
24,2019-09-17,0,0,6.19,1,0,4.0,7,5,5,2,3,6,1.61
25,2019-09-22,1,0,6.03,1,0,6.0,7,3,3,1,2,6,1.60
26,2019-09-27,0,1,5.99,1,0,5.0,3,3,3,1,4,3,1.58
27,September,1,1,5.55,5,0,24.1,24,15,15,6,15,24,1.60
