,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,1,0,0.00,0,0,1.0,0,0,0,0,0,3,0.00
1,2021-04-07,1,0,0.00,0,0,1.0,0,0,0,0,1,2,0.50
2,2021-04-12,0,0,0.00,0,1,0.2,0,0,0,0,0,1,0.38
3,2021-04-18,0,0,0.00,0,0,1.0,0,0,0,0,0,2,0.27
4,2021-04-19,0,0,0.00,0,1,1.0,0,0,0,0,1,1,0.43
5,2021-04-21,0,0,0.00,0,1,1.0,1,0,0,0,1,2,0.71
6,2021-04-24,0,0,0.00,0,1,1.0,0,0,0,0,1,2,0.75
7,2021-04-27,0,0,0.00,0,1,1.0,0,0,0,0,0,1,0.65
8,2021-04-29,0,0,1.04,0,1,1.0,2,1,1,0,0,2,0.81
9,2021-04-30,0,0,0.93,0,1,1.0,0,0,0,0,0,3,0.72
10,April,2,0,0.93,0,7,9.2,3,1,1,0,4,19,0.72
11,2021-05-01,0,0,0.84,0,0,1.0,0,0,0,0,1,0,0.75
12,2021-05-08,0,0,0.77,0,0,1.0,1,0,0,0,0,3,0.77
13,2021-05-09,1,0,0.71,0,0,1.0,0,0,0,0,0,2,0.71
14,2021-05-11,0,0,0.66,0,0,1.0,0,0,0,0,0,0,0.66
15,2021-05-12,0,0,0.61,0,1,1.0,1,0,0,0,1,2,0.75
16,2021-05-16,0,0,1.15,0,1,1.0,2,1,1,0,1,2,0.89
17,2021-05-22,0,0,1.08,0,1,1.0,0,0,0,0,0,2,0.84
18,2021-05-24,0,0,1.02,0,1,1.0,1,0,0,0,1,1,0.91
19,2021-05-26,0,0,0.96,0,0,1.0,0,0,0,0,0,3,0.86
20,2021-05-27,0,0,0.92,0,0,1.0,0,0,0,0,0,1,0.81
21,2021-05-30,0,0,0.87,0,1,1.0,1,0,0,0,0,1,0.82
22,2021-05-31,0,0,0.83,0,0,1.0,0,0,0,0,0,1,0.78
23,May,1,0,0.75,0,5,12.0,6,1,1,0,4,18,0.83
24,2021-06-03,0,0,0.79,0,1,1.0,1,0,0,0,0,3,0.79
25,2021-06-05,0,0,0.76,0,1,1.0,0,0,0,0,0,1,0.76
26,2021-06-11,0,0,0.73,0,1,1.0,1,0,0,0,0,2,0.77
27,2021-06-12,0,0,0.70,0,1,1.0,0,0,0,0,0,0,0.74
28,2021-06-13,0,0,0.68,0,1,1.0,0,0,0,0,1,3,0.75
29,2021-06-15,0,0,0.65,0,0,1.0,0,0,0,0,1,2,0.76
30,2021-06-18,0,0,0.63,0,0,1.0,0,0,0,0,0,0,0.73
31,2021-06-19,0,0,0.61,0,1,1.0,0,0,0,0,1,2,0.74
32,2021-06-23,0,0,0.59,0,1,1.0,0,0,0,0,0,2,0.72
33,2021-06-25,0,0,0.57,0,0,1.0,0,0,0,0,0,1,0.69
34,2021-06-29,0,0,0.55,0,1,1.0,1,0,0,0,1,2,0.73
35,June,0,0,0.00,0,8,11.0,3,0,0,0,4,18,0.64
36,2021-07-07,0,0,0.80,0,0,1.0,1,1,1,1,0,2,0.74
37,2021-07-08,0,0,0.78,0,1,1.0,0,0,0,0,0,2,0.72
38,2021-07-10,0,1,1.01,0,0,1.0,1,1,1,1,0,2,0.73
39,2021-07-11,0,1,1.49,0,0,0.2,2,2,2,0,1,2,0.80
40,2021-07-17,0,0,1.45,0,0,1.0,0,0,0,0,1,1,0.80
41,2021-07-28,0,0,1.88,0,0,1.0,2,2,2,1,0,1,0.83
42,July,0,2,9.53,0,1,5.2,6,6,6,3,2,10,1.41
43,2021-08-01,0,0,1.83,0,1,1.0,0,0,0,0,0,2,0.81
44,2021-08-12,0,0,1.79,0,0,1.0,1,0,0,0,0,3,0.82
45,2021-08-15,0,0,1.74,0,1,1.0,0,0,0,0,0,2,0.80
46,2021-08-17,0,0,1.70,0,1,1.0,0,0,0,0,1,2,0.80
47,2021-08-18,1,0,1.66,0,0,1.0,0,0,0,0,0,1,0.78
48,2021-08-21,0,0,1.62,0,1,1.0,1,0,0,0,1,2,0.81
49,2021-08-22,0,0,1.61,0,1,0.1,0,0,0,0,0,0,0.81
50,2021-08-24,0,0,1.58,0,1,1.0,0,0,0,0,0,1,0.79
51,2021-08-29,0,0,1.54,0,0,1.0,1,0,0,0,0,3,0.79
52,2021-08-30,0,0,1.51,0,1,1.0,1,0,0,0,0,0,0.80
53,August,1,0,0.00,0,7,9.1,4,0,0,0,2,16,0.64
54,2021-09-01,0,0,1.48,0,1,1.0,0,0,0,0,1,3,0.80
55,2021-09-08,0,0,1.45,0,1,1.0,0,0,0,0,2,0,0.83
56,2021-09-11,0,0,1.42,0,1,1.0,0,0,0,0,0,2,0.81
57,2021-09-14,0,0,1.39,0,0,1.0,0,0,0,0,3,3,0.85
58,2021-09-17,0,0,1.37,0,1,1.0,1,0,0,0,0,1,0.85
59,2021-09-18,0,0,1.34,0,1,1.0,1,0,0,0,1,2,0.88
60,2021-09-24,0,0,1.32,0,0,1.0,0,0,0,0,0,1,0.86
61,2021-09-25,0,0,1.29,0,1,1.0,0,0,0,0,1,1,0.86
62,2021-09-26,0,0,1.27,0,0,1.0,0,0,0,0,0,2,0.85
63,2021-09-30,0,0,1.25,0,0,1.0,0,0,0,0,0,3,0.83
64,September,0,0,0.00,0,6,10.0,2,0,0,0,8,18,1.00
65,2021-10-03,0,0,1.23,0,0,1.0,1,0,0,0,0,3,0.84
66,October,0,0,0.00,0,0,1.0,1,0,0,0,0,3,1.00
