,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-06-09,0,1,3.60,5.0,6,2,2,2,7,1.60
1,2018-06-14,0,0,3.60,5.0,2,2,1,3,4,1.30
2,2018-06-19,0,1,4.41,6.1,5,4,0,2,5,1.22
3,2018-06-24,1,0,3.70,8.0,7,2,1,0,3,1.11
4,2018-06-30,0,1,4.55,5.1,6,5,2,2,3,1.18
5,June,1,3,4.55,29.2,26,15,6,9,22,1.18
6,2018-07-05,0,0,4.29,6.0,5,2,1,6,6,1.29
7,2018-07-11,1,0,3.56,7.1,3,0,0,2,7,1.19
8,2018-07-24,1,0,3.38,7.2,2,2,0,3,8,1.11
9,2018-07-29,0,0,3.24,7.2,5,2,1,1,6,1.06
10,July,2,0,1.88,28.2,15,6,2,12,27,0.94
11,2018-08-04,0,0,2.94,6.0,3,0,0,5,4,1.09
12,2018-08-10,0,0,2.61,8.0,4,0,0,2,5,1.05
13,2018-08-15,1,0,2.69,8.0,5,3,0,1,6,1.02
14,2018-08-22,1,0,2.71,6.0,3,2,1,3,5,1.02
15,2018-08-27,1,0,2.70,7.0,2,2,1,4,2,1.01
16,August,3,0,1.80,35.0,17,7,2,15,22,0.91
17,2018-09-01,0,1,2.89,6.1,6,4,2,2,4,1.02
18,2018-09-07,0,1,3.11,4.2,6,4,1,5,4,1.08
19,2018-09-12,0,0,3.10,6.0,5,2,0,5,5,1.11
20,2018-09-18,0,1,3.22,7.0,7,4,1,3,1,1.13
21,2018-09-23,0,1,3.61,2.1,9,6,1,0,3,1.19
22,2018-09-29,0,1,4.18,1.0,6,8,0,4,2,1.26
23,September,0,5,9.22,27.1,39,28,5,19,19,2.12
