,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.00
1,2021-04-05,0,0,0.00,0,1,1.0,0,0,0,0,0,1,0.00
2,2021-04-07,0,0,2.70,0,0,1.1,1,1,1,1,0,0,0.30
3,2021-04-10,0,0,1.59,0,0,2.1,1,0,0,0,2,1,0.71
4,2021-04-13,0,0,2.79,1,0,4.0,2,2,2,1,0,0,0.62
5,2021-04-18,0,0,5.06,0,0,1.0,5,3,3,0,1,1,1.13
6,2021-04-21,1,0,3.95,0,0,3.0,1,0,0,0,0,2,0.95
7,2021-04-25,0,0,3.45,0,0,2.0,2,0,0,0,0,0,0.96
8,2021-04-28,0,0,4.50,0,0,2.1,5,3,3,2,1,2,1.17
9,April,1,0,4.50,1,1,18.0,17,9,9,4,4,8,1.17
10,2021-05-02,0,0,5.68,0,0,1.0,3,3,3,0,0,2,1.26
11,2021-05-05,1,0,5.14,0,0,2.0,3,2,0,0,2,1,1.38
12,2021-05-15,0,0,5.96,0,0,1.2,2,3,3,0,2,2,1.46
13,May,1,0,11.57,0,0,4.2,8,8,6,0,4,5,2.57
14,2021-06-08,0,0,6.08,0,0,1.0,1,1,1,0,2,2,1.52
15,2021-06-15,0,1,6.11,1,0,4.1,5,3,3,0,2,6,1.54
16,2021-06-20,1,0,5.18,1,0,5.0,6,0,0,0,0,3,1.48
17,2021-06-26,0,0,5.11,1,0,4.0,8,2,2,0,2,2,1.59
18,June,1,1,3.77,3,0,14.1,20,6,6,0,6,13,1.81
19,2021-07-02,0,1,4.85,1,0,5.2,2,2,2,0,1,9,1.45
20,2021-07-07,1,0,4.84,1,0,5.2,5,3,3,1,1,5,1.41
21,2021-07-19,0,1,4.64,1,0,4.0,6,5,1,0,2,6,1.45
22,2021-07-24,0,0,4.55,1,0,5.0,3,2,2,1,2,1,1.41
23,2021-07-29,0,1,4.55,1,0,6.0,9,4,3,1,0,0,1.42
24,July,1,3,3.76,5,0,26.1,25,16,11,3,6,21,1.18
25,2021-08-04,1,0,4.41,1,0,6.0,8,2,2,0,2,3,1.44
26,2021-08-10,0,0,4.27,1,0,2.1,1,0,0,0,0,3,1.41
27,2021-08-15,0,1,4.19,1,0,5.2,7,2,2,1,1,4,1.41
28,2021-08-22,0,1,4.76,1,0,4.0,12,7,7,0,0,5,1.49
29,2021-08-28,1,0,4.32,1,0,8.1,4,0,0,0,2,3,1.42
30,August,2,2,3.76,5,0,26.1,32,11,11,1,5,18,1.41
31,2021-09-03,0,0,4.53,1,0,5.2,8,5,5,3,0,6,1.42
32,2021-09-08,0,0,4.35,1,0,6.0,4,1,1,1,1,3,1.38
33,2021-09-15,0,0,4.50,1,0,4.2,6,4,4,1,2,4,1.40
34,2021-09-21,0,1,4.83,1,0,4.0,6,7,6,1,2,4,1.42
35,2021-09-28,0,0,5.09,1,0,5.0,7,6,6,1,2,4,1.43
36,September,0,1,7.82,5,0,25.1,31,23,22,7,7,21,1.50
37,2021-10-03,0,0,5.07,1,0,4.0,4,2,2,1,2,1,1.44
38,October,0,0,4.50,1,0,4.0,4,2,2,1,2,1,1.50
