,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-04-17,0,0,0.00,1.0,0,0,0,0,1,0.00
1,2019-04-21,0,0,0.00,1.2,0,0,0,0,2,0.00
2,2019-04-26,0,0,0.00,0.1,0,0,0,0,0,0.00
3,2019-04-27,0,0,11.25,1.0,4,5,0,2,0,1.50
4,2019-04-30,0,0,9.00,1.0,0,0,0,0,0,1.20
5,April,0,0,9.00,5.0,4,5,0,2,3,1.20
6,2019-05-25,0,0,5.63,3.0,1,0,0,3,1,1.25
7,2019-05-31,0,0,6.00,1.0,3,1,0,0,2,1.44
8,May,0,0,2.25,4.0,4,1,0,3,3,1.75
9,2019-06-02,0,0,5.40,1.0,0,0,0,0,0,1.30
10,2019-06-04,0,0,4.91,1.0,1,0,0,0,1,1.27
11,2019-06-09,0,0,4.38,1.1,0,0,0,0,3,1.14
12,2019-06-11,0,0,4.38,0.0,0,0,0,1,0,1.22
13,2019-06-14,0,0,5.65,2.0,4,3,1,0,1,1.33
14,2019-06-19,0,0,5.28,1.0,0,0,0,1,0,1.30
15,2019-06-20,1,0,4.67,2.0,2,0,0,0,1,1.27
16,2019-06-23,0,0,4.19,2.0,0,0,0,0,2,1.14
17,2019-06-26,0,0,3.86,1.2,2,0,0,0,1,1.14
18,2019-06-28,0,0,3.80,0.1,0,0,0,0,1,1.13
19,2019-06-29,1,0,3.63,1.0,1,0,0,0,0,1.12
20,June,2,0,2.03,13.1,10,3,1,2,10,0.90
21,2019-07-03,0,0,3.42,1.1,1,0,0,0,1,1.10
22,2019-07-04,0,0,3.33,0.2,1,0,0,0,0,1.11
23,2019-07-07,0,0,3.20,1.0,1,0,0,0,2,1.11
24,2019-07-12,0,0,3.08,1.0,0,0,0,0,1,1.06
25,2019-07-13,0,0,2.96,1.0,1,0,0,0,1,1.06
26,2019-07-17,0,0,2.86,1.0,0,0,0,1,1,1.06
27,2019-07-18,0,0,2.83,0.1,0,0,0,0,0,1.05
28,2019-07-19,0,0,2.76,0.2,0,0,0,0,0,1.02
29,2019-07-23,0,0,2.67,1.0,0,0,0,0,0,0.99
30,2019-07-26,0,0,2.59,1.0,0,0,0,0,1,0.96
31,2019-07-28,0,0,2.51,1.0,0,0,0,0,2,0.93
32,July,0,0,0.00,10.0,4,0,0,1,9,0.50
33,2019-08-01,0,0,2.43,1.0,0,0,0,0,0,0.90
34,2019-08-03,0,1,2.94,0.1,3,2,1,1,0,1.01
35,2019-08-05,0,0,2.83,1.1,0,0,0,0,3,0.97
36,2019-08-10,0,0,2.83,0.0,1,0,0,0,0,1.00
37,2019-08-11,0,0,2.83,0.0,1,0,0,1,0,1.06
38,2019-08-13,0,0,2.83,0.0,0,0,0,1,0,1.09
39,2019-08-15,0,0,2.72,1.1,1,0,0,0,0,1.07
40,2019-08-18,0,0,2.63,1.1,1,0,0,0,1,1.06
41,2019-08-23,0,0,2.61,0.1,0,0,0,0,1,1.05
42,2019-08-25,0,0,2.54,1.0,0,0,0,0,2,1.03
43,2019-08-28,0,0,2.48,1.0,0,0,0,0,2,1.00
44,2019-08-29,0,0,2.66,0.2,1,1,0,0,0,1.01
45,2019-08-30,0,0,2.61,0.2,1,0,0,0,1,1.02
46,August,0,1,3.00,9.0,9,3,1,3,10,1.33
47,2019-09-03,0,0,2.55,1.0,0,0,0,2,1,1.04
48,2019-09-05,0,0,2.91,1.0,2,2,2,0,0,1.06
49,2019-09-10,0,0,2.78,2.0,0,0,0,0,1,1.01
50,2019-09-14,1,0,2.76,0.1,0,0,0,0,0,1.01
51,2019-09-15,0,1,2.93,0.1,2,1,0,0,0,1.04
52,2019-09-18,0,0,2.89,0.2,1,0,0,0,0,1.05
53,2019-09-22,1,0,2.83,1.0,0,0,0,1,0,1.05
54,2019-09-24,0,0,2.77,1.0,0,0,0,0,1,1.03
55,2019-09-26,0,0,3.10,0.2,3,2,0,1,0,1.09
56,2019-09-27,0,0,3.04,1.0,1,0,0,1,1,1.11
57,2019-09-29,0,0,3.02,0.1,0,0,0,0,0,1.11
58,September,2,1,4.82,9.1,9,5,2,5,4,1.50
