,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-29,0,1,1.50,6.0,5,1,1,0,10,0.83
1,March,0,1,1.50,6.0,5,1,1,0,10,0.83
2,2019-04-03,0,1,3.00,6.0,4,3,0,3,9,1.00
3,2019-04-09,0,0,3.32,7.0,4,3,1,3,6,1.00
4,2019-04-14,1,0,3.24,6.0,4,2,1,0,11,0.92
5,2019-04-20,0,1,5.22,4.1,9,8,1,3,8,1.19
6,2019-04-25,0,1,4.71,7.0,3,2,2,3,10,1.13
7,2019-04-30,1,0,3.95,7.0,1,0,0,3,11,1.04
8,April,2,3,4.34,37.1,25,18,5,15,55,1.07
9,2019-05-06,1,0,4.17,6.1,7,4,2,0,9,1.05
10,2019-05-11,1,0,3.88,6.0,4,1,1,0,12,1.01
11,2019-05-17,0,0,3.56,5.0,6,0,0,1,7,1.04
12,2019-05-22,0,1,4.11,5.0,7,6,2,1,7,1.08
13,2019-05-27,1,0,4.02,6.0,3,2,1,1,12,1.05
14,May,3,1,4.13,28.1,27,13,6,3,47,1.06
15,2019-06-02,0,0,3.94,6.0,4,2,2,2,4,1.04
16,2019-06-07,0,0,3.72,7.0,4,1,1,0,14,1.00
17,2019-06-14,1,0,3.67,6.0,3,2,0,2,10,0.99
18,2019-06-19,0,0,3.54,6.0,6,1,1,3,8,1.02
19,2019-06-25,1,0,3.42,6.0,7,1,0,2,3,1.05
20,2019-06-30,1,0,3.28,7.0,5,1,1,1,10,1.04
21,June,3,0,1.89,38.0,29,8,5,10,49,1.03
22,2019-07-06,1,0,3.09,7.0,3,0,0,2,9,1.02
23,2019-07-12,0,0,3.23,6.0,5,4,3,2,13,1.03
24,2019-07-17,1,0,3.12,7.0,7,1,1,1,11,1.03
25,2019-07-22,1,0,3.03,7.0,2,1,0,1,11,1.00
26,2019-07-27,1,0,2.94,7.0,4,1,1,3,7,1.00
27,July,4,0,1.85,34.0,21,7,5,9,51,0.88
28,2019-08-01,1,0,2.87,7.0,4,1,0,2,4,1.00
29,2019-08-07,1,0,2.87,6.0,3,2,2,0,10,0.98
30,2019-08-22,1,0,2.75,7.0,2,0,0,1,12,0.95
31,2019-08-28,0,0,2.85,6.2,6,4,1,1,14,0.96
32,August,3,0,2.36,26.2,15,7,3,4,40,0.71
33,2019-09-02,0,0,2.81,6.0,3,1,1,2,14,0.95
34,2019-09-08,1,0,2.73,8.0,1,1,1,0,15,0.92
35,2019-09-13,1,0,2.62,8.0,4,0,0,2,11,0.91
36,2019-09-18,1,0,2.61,8.0,6,2,1,1,10,0.91
37,2019-09-24,1,0,2.52,7.0,2,0,0,0,14,0.89
38,2019-09-29,1,0,2.50,5.0,4,1,1,2,10,0.89
39,September,5,0,1.07,42.0,20,5,4,7,74,0.64
