,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-06-16,0,0,18.00,1.0,4,2,0,0,1,4.00
1,2021-06-21,0,1,5.40,4.0,0,1,0,2,3,1.20
2,2021-06-27,1,0,2.70,5.0,1,0,0,2,9,0.90
3,June,1,1,2.70,10.0,5,3,0,4,13,0.90
4,2021-07-03,0,1,3.45,5.2,4,3,1,4,7,1.09
5,2021-07-21,0,1,3.20,4.0,2,1,0,3,3,1.12
6,2021-07-26,1,0,2.55,5.0,4,0,0,2,3,1.14
7,2021-07-31,0,0,2.43,5.0,4,1,0,2,7,1.15
8,July,1,2,2.29,19.2,14,5,1,11,20,1.27
9,2021-08-06,0,0,2.88,4.2,2,3,0,2,3,1.11
10,2021-08-12,0,1,4.17,2.1,5,6,1,3,1,1.25
11,August,0,1,11.57,7.0,7,9,1,5,4,1.71
