,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-03-29,1,0,3.18,5.2,7,2,2,1,8,1.41
1,March,1,0,3.18,5.2,7,2,2,1,8,1.41
2,2018-04-04,1,0,1.38,7.1,1,0,0,1,12,0.77
3,2018-04-10,0,0,2.45,5.1,5,3,0,2,9,0.93
4,2018-04-17,1,0,1.65,9.0,1,0,0,1,8,0.70
5,2018-04-22,1,0,1.89,6.0,2,2,1,1,11,0.66
6,2018-04-28,0,0,2.25,6.2,7,3,2,1,7,0.75
7,April,3,0,2.10,34.1,16,8,3,6,47,0.64
8,2018-05-03,0,0,2.15,6.0,3,1,1,2,5,0.76
9,2018-05-09,0,0,2.12,5.0,3,1,0,4,7,0.82
10,2018-05-14,0,1,2.53,6.0,6,4,0,1,8,0.86
11,2018-05-19,0,0,2.60,5.1,4,2,1,4,6,0.91
12,2018-05-25,1,0,2.47,7.0,4,1,1,1,7,0.89
13,2018-05-30,0,1,2.99,6.0,8,6,2,1,10,0.94
14,May,1,2,3.82,35.1,28,15,5,13,43,1.16
15,2018-06-05,1,0,2.87,6.1,4,1,0,2,7,0.94
16,2018-06-11,0,0,3.21,5.1,7,5,0,3,5,1.00
17,2018-06-16,0,1,3.48,6.0,8,5,1,2,7,1.04
18,2018-06-22,0,0,3.24,7.0,3,0,0,0,12,1.00
19,2018-06-29,0,0,3.14,6.0,4,1,0,1,5,0.99
20,June,1,1,3.52,30.2,26,12,1,8,36,1.11
21,2018-07-04,0,0,3.05,6.0,6,1,0,2,6,1.01
22,2018-07-10,0,0,3.09,4.1,5,2,0,4,6,1.05
23,2018-07-15,0,1,3.24,6.0,6,4,0,1,3,1.05
24,2018-07-23,1,0,3.13,7.0,6,1,0,0,9,1.04
25,2018-07-28,0,0,3.26,6.0,6,4,0,2,8,1.06
26,July,1,1,3.68,29.1,29,12,0,9,32,1.30
27,2018-08-03,1,0,3.31,6.0,7,3,0,0,8,1.06
28,2018-08-08,1,0,3.15,7.1,4,0,0,0,9,1.04
29,2018-08-14,1,0,3.18,7.0,6,3,0,0,7,1.03
30,2018-08-21,0,0,3.17,6.0,5,2,0,2,8,1.03
31,2018-08-27,0,1,3.15,7.0,4,2,1,1,9,1.02
32,August,3,1,2.70,33.1,26,10,1,3,41,0.87
33,2018-09-01,0,0,3.06,5.0,3,0,0,1,7,1.01
34,2018-09-07,1,0,3.01,6.0,4,1,1,1,9,1.01
35,2018-09-12,0,0,3.05,6.1,10,3,1,0,7,1.03
36,2018-09-17,0,1,3.09,6.0,5,3,1,1,7,1.03
37,2018-09-22,0,1,3.23,3.0,5,4,0,4,5,1.06
38,2018-09-28,0,0,3.15,5.0,3,0,0,1,4,1.05
39,September,1,2,3.16,31.1,30,11,3,8,39,1.21
