,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-03-29,0,0,0.00,6.0,1,0,0,3,9,0.67
1,March,0,0,0.00,6.0,1,0,0,3,9,0.67
2,2018-04-03,0,0,0.82,5.0,5,1,0,0,6,0.82
3,2018-04-10,1,0,1.06,6.0,8,1,1,0,8,1.00
4,2018-04-15,0,0,1.23,5.0,2,1,0,2,8,0.95
5,2018-04-21,0,1,1.86,7.0,6,3,1,1,10,0.97
6,2018-04-26,1,0,2.31,6.0,4,3,2,2,4,0.97
7,April,2,1,2.79,29.0,25,9,4,5,36,1.03
8,2018-05-01,0,0,2.14,7.0,5,1,0,2,6,0.98
9,2018-05-06,1,0,2.02,7.0,4,1,1,1,12,0.94
10,2018-05-11,0,0,2.17,9.0,6,3,1,0,15,0.90
11,2018-05-16,1,0,2.29,5.0,2,2,1,4,9,0.92
12,2018-05-22,1,0,2.17,7.2,4,1,1,2,9,0.91
13,2018-05-27,0,1,2.76,4.1,5,6,1,3,8,0.96
14,May,3,1,3.15,40.0,26,14,5,12,59,0.95
15,2018-06-01,0,1,3.00,6.0,6,4,1,1,6,0.98
16,2018-06-08,0,1,2.83,8.0,6,1,0,1,10,0.97
17,2018-06-13,1,0,2.75,6.0,2,1,0,4,9,0.97
18,2018-06-19,0,0,2.74,7.0,3,2,0,1,11,0.94
19,2018-06-24,1,0,2.56,7.0,4,0,0,1,13,0.93
20,2018-06-30,1,0,2.41,7.0,1,0,0,1,11,0.89
21,June,3,2,1.76,41.0,22,8,1,9,60,0.76
22,2018-07-06,1,0,2.36,6.0,5,1,0,1,12,0.89
23,2018-07-11,1,0,2.23,7.0,6,0,0,1,12,0.90
24,2018-07-22,1,0,2.13,6.0,2,0,0,0,9,0.87
25,2018-07-27,0,0,2.04,6.0,3,0,0,2,10,0.87
26,July,3,0,0.36,25.0,16,1,0,4,43,0.80
27,2018-08-12,1,0,1.97,5.0,1,0,0,0,12,0.85
28,August,1,0,0.00,5.0,1,0,0,0,12,0.20
29,2018-09-11,0,0,1.96,1.0,1,0,0,0,2,0.85
30,2018-09-16,0,0,1.92,3.0,1,0,0,0,1,0.84
31,2018-09-21,0,0,2.00,3.1,5,2,1,0,7,0.85
32,2018-09-26,0,0,2.11,4.2,4,3,0,1,8,0.86
33,September,0,0,3.75,12.0,11,5,1,1,18,1.00
