,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-06,0,0,0.00,0,0,2.0,1,0,0,0,0,5,0.50
1,2021-04-08,0,0,0.00,0,0,1.1,1,0,0,0,0,2,0.60
2,2021-04-11,0,0,0.00,0,0,1.0,1,0,0,0,0,2,0.69
3,2021-04-14,0,0,1.35,0,0,2.1,3,1,1,1,0,5,0.90
4,2021-04-16,0,0,5.14,0,0,0.1,3,3,3,2,1,1,1.43
5,2021-04-25,0,0,4.50,0,0,1.0,2,0,0,0,0,2,1.50
6,2021-04-27,0,0,4.00,0,0,1.0,1,0,0,0,0,2,1.44
7,April,0,0,4.00,0,0,9.0,12,4,4,3,1,19,1.44
8,2021-05-02,0,0,3.60,0,0,1.0,1,0,0,0,0,2,1.40
9,2021-05-03,0,0,3.38,0,0,0.2,1,0,0,0,1,0,1.50
10,2021-05-06,0,0,3.27,0,0,0.1,0,0,0,0,0,0,1.45
11,2021-05-07,0,0,3.00,0,0,1.0,0,0,0,0,0,1,1.33
12,2021-05-11,0,0,5.40,0,0,1.1,3,4,4,0,1,2,1.50
13,2021-05-14,0,0,5.02,0,0,1.0,1,0,0,0,1,1,1.53
14,2021-05-16,0,0,5.28,0,0,1.0,2,1,1,0,2,1,1.70
15,2021-05-19,0,0,4.96,0,0,1.0,0,0,0,0,0,2,1.59
16,2021-05-23,0,0,4.67,0,0,1.0,1,0,0,0,1,0,1.62
17,2021-05-25,0,0,4.58,0,0,0.1,0,0,0,0,0,0,1.58
18,2021-05-26,0,0,4.34,0,0,1.0,0,0,0,0,0,1,1.50
19,2021-05-30,0,0,3.98,0,0,1.2,2,0,0,0,0,0,1.48
20,May,0,0,3.97,0,0,11.1,11,5,5,0,6,10,1.50
21,2021-06-02,0,0,4.29,0,0,0.2,1,1,1,0,0,2,1.48
22,2021-06-16,1,0,4.30,0,0,2.0,2,1,1,0,0,4,1.43
23,2021-06-19,1,0,4.13,0,0,1.0,0,0,0,0,0,1,1.38
24,2021-06-21,0,0,3.86,0,0,1.2,0,0,0,0,0,1,1.29
25,2021-06-22,0,0,3.71,0,0,1.0,0,0,0,0,0,1,1.24
26,2021-06-24,0,0,3.62,0,0,0.2,0,0,0,0,0,0,1.21
27,2021-06-27,0,0,3.38,0,0,2.0,0,0,0,0,2,1,1.19
28,2021-06-30,0,0,3.26,0,0,1.0,0,0,0,0,0,1,1.15
29,June,2,0,1.80,0,0,10.0,3,2,2,0,2,11,0.50
30,2021-07-05,0,0,4.31,0,0,1.0,4,4,4,1,0,3,1.24
31,2021-07-07,0,0,4.18,0,0,1.0,0,0,0,0,1,2,1.24
32,2021-07-09,0,0,4.59,0,0,1.0,3,2,2,1,0,1,1.29
33,2021-07-20,0,0,4.50,0,0,0.2,1,0,0,0,1,0,1.32
34,2021-07-21,0,0,4.37,0,0,1.0,0,0,0,0,1,1,1.31
35,2021-07-24,0,0,4.21,0,0,1.1,1,0,0,0,0,1,1.29
36,2021-07-26,1,0,4.10,0,0,1.0,0,0,0,0,0,1,1.26
37,2021-07-27,0,0,3.99,0,0,1.0,0,0,0,0,0,1,1.23
38,2021-07-31,0,0,3.89,0,0,1.0,0,0,0,0,0,2,1.19
39,July,1,0,6.00,0,0,9.0,9,6,6,2,3,12,1.33
40,2021-08-04,0,0,3.79,0,0,1.0,0,0,0,0,1,0,1.19
41,2021-08-05,0,0,3.73,0,0,0.2,0,0,0,0,0,0,1.17
42,2021-08-07,0,0,4.07,0,0,1.0,2,2,2,0,1,2,1.21
43,2021-08-11,1,0,3.95,0,0,1.1,0,0,0,0,1,1,1.20
44,2021-08-15,0,0,3.83,0,0,1.1,1,0,0,0,0,0,1.19
45,2021-08-16,1,0,3.74,0,0,1.0,0,0,0,0,0,2,1.16
46,2021-08-18,0,0,3.66,0,0,1.0,0,0,0,0,0,1,1.14
47,2021-08-24,0,0,3.97,0,0,1.0,2,2,2,1,0,1,1.15
48,2021-08-25,0,0,3.86,0,0,1.1,2,1,0,0,0,2,1.16
49,2021-08-28,1,0,3.71,0,0,2.0,1,0,0,0,0,3,1.14
50,2021-08-31,0,0,3.81,0,0,1.0,1,1,1,1,0,2,1.13
51,August,3,0,3.55,0,0,12.2,9,6,5,2,3,14,0.95
52,2021-09-05,0,0,3.93,0,0,0.2,1,1,1,1,2,1,1.18
53,2021-09-07,0,0,3.86,0,0,1.0,2,0,0,0,0,2,1.19
54,2021-09-08,0,0,3.79,0,0,1.0,0,0,0,0,0,1,1.17
55,2021-09-11,0,0,3.72,0,0,1.0,1,0,0,0,1,2,1.19
56,2021-09-13,0,0,3.65,0,0,1.0,1,0,0,0,0,0,1.18
57,2021-09-19,0,0,3.59,0,0,1.0,1,0,0,0,1,0,1.20
58,2021-09-21,0,0,3.53,0,0,1.0,1,0,0,0,1,1,1.21
59,2021-09-23,0,0,3.47,0,0,1.0,1,0,0,0,0,1,1.21
60,2021-09-26,0,0,3.41,0,0,1.0,1,0,0,0,0,1,1.20
61,2021-09-28,1,0,3.36,0,0,1.0,0,0,0,0,0,2,1.18
62,2021-09-30,0,0,3.30,0,0,1.0,1,0,0,0,0,0,1.18
63,September,1,0,0.84,0,0,10.2,10,1,1,1,5,11,1.41
64,2021-10-02,0,0,3.23,0,0,1.1,1,0,0,0,0,0,1.17
65,October,0,0,0.00,0,0,1.1,1,0,0,0,0,0,0.75
