,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-02,0,0,4.76,1,0,5.2,6,3,3,0,3,7,1.59
1,2021-04-09,1,0,2.51,1,0,8.2,4,1,1,0,1,7,0.98
2,2021-04-14,1,0,1.80,1,0,5.2,3,0,0,0,0,4,0.85
3,April,2,0,1.80,3,0,20.0,13,4,4,0,4,18,0.85
4,2021-05-09,0,1,3.52,1,0,3.0,8,5,5,2,1,2,1.13
5,2021-05-15,0,0,3.62,1,0,4.1,8,2,2,0,0,2,1.24
6,2021-05-20,1,0,3.34,1,0,5.0,5,1,1,0,1,4,1.24
7,2021-05-26,0,0,3.86,1,0,5.0,8,4,4,0,0,5,1.29
8,2021-05-31,1,0,3.45,1,0,7.0,5,1,1,0,0,5,1.20
9,May,2,1,4.81,5,0,24.1,34,13,13,2,2,18,1.48
10,2021-06-06,0,1,3.70,1,0,4.1,6,4,3,2,2,4,1.25
11,2021-06-13,0,1,4.00,1,0,5.1,9,5,4,2,3,2,1.35
12,2021-06-18,1,0,4.05,1,0,6.0,6,3,3,2,0,5,1.32
13,2021-06-25,1,0,3.63,1,0,7.0,5,0,0,0,1,6,1.27
14,June,2,2,3.97,4,0,22.2,26,12,10,6,6,17,1.41
15,2021-07-01,0,1,4.00,1,0,5.0,7,5,5,2,2,5,1.31
16,2021-07-06,0,1,4.15,1,0,6.0,9,4,4,1,1,7,1.33
17,2021-07-18,0,0,4.01,1,0,5.0,2,1,1,1,1,5,1.29
18,2021-07-23,0,0,4.09,1,0,5.0,3,3,3,1,1,7,1.26
19,2021-07-29,1,0,3.84,1,0,5.2,4,0,0,0,2,5,1.25
20,July,1,2,4.39,5,0,26.2,25,13,13,5,7,29,1.20
21,2021-08-03,0,1,3.83,1,0,5.0,6,3,2,0,4,7,1.29
22,2021-08-08,0,0,3.89,1,0,5.1,5,4,3,1,1,3,1.28
23,2021-08-25,0,0,3.73,1,0,4.2,5,1,0,0,3,2,1.30
24,2021-08-31,0,1,4.09,1,0,3.2,10,6,6,1,2,1,1.36
25,August,0,2,5.30,4,0,18.2,26,14,11,2,10,13,1.93
26,2021-09-30,0,0,4.08,0,0,2.1,3,1,1,0,1,3,1.37
27,September,0,0,3.86,0,0,2.1,3,1,1,0,1,3,1.71
