,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,0,0,1.0,0,0,0,0,1,1,1.00
1,2021-04-04,0,0,6.00,0,0,2.0,4,2,2,0,2,0,2.33
2,2021-04-10,0,0,9.00,0,0,2.0,3,3,3,1,1,1,2.20
3,2021-04-14,0,0,6.43,0,0,2.0,1,0,0,0,0,2,1.71
4,2021-04-23,0,0,10.97,0,0,3.2,9,8,8,3,3,5,2.25
5,April,0,0,10.97,0,0,10.2,17,13,13,4,7,9,2.25
6,2021-05-14,0,0,9.95,0,0,2.0,2,1,1,0,0,2,2.05
7,2021-05-21,0,0,10.43,0,0,2.0,4,3,3,1,2,2,2.18
8,2021-05-25,0,0,9.72,0,0,2.0,0,1,1,0,1,4,1.98
9,May,0,0,7.50,0,0,6.0,6,5,5,1,3,8,1.50
