,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-24,0,0,0.00,0.1,0,0,0,2,0,6.00
1,2020-07-26,0,0,5.40,1.1,1,1,1,0,0,1.80
2,2020-07-28,0,0,3.38,1.0,0,0,0,1,1,1.50
3,2020-07-31,0,0,2.45,1.0,0,0,0,0,1,1.09
4,July,0,0,2.45,3.2,1,1,1,3,2,1.09
5,2020-08-01,0,0,2.08,0.2,0,0,0,1,1,1.15
6,2020-08-05,0,0,7.20,0.2,3,3,0,1,1,1.80
7,2020-08-07,0,0,5.68,1.1,1,0,0,0,1,1.58
8,2020-08-10,0,0,4.50,1.2,1,0,0,2,0,1.63
9,2020-08-12,0,0,4.32,0.1,0,0,0,1,0,1.68
10,2020-08-14,0,0,3.86,1.0,0,0,0,0,1,1.50
11,2020-08-17,0,0,4.66,0.1,2,1,0,0,0,1.66
12,2020-08-19,0,0,3.86,2.0,1,0,0,0,3,1.46
13,2020-08-23,0,0,3.65,0.2,0,0,0,1,1,1.46
14,2020-08-24,0,0,3.29,1.1,0,0,0,0,2,1.32
15,August,0,0,3.60,10.0,8,4,0,6,10,1.40
16,2020-09-02,0,0,4.50,0.1,2,2,1,0,0,1.43
17,2020-09-05,1,0,4.20,1.0,1,0,0,0,0,1.40
18,2020-09-06,0,0,3.94,1.0,1,0,0,0,0,1.38
19,2020-09-16,0,0,3.50,2.0,0,0,0,0,0,1.22
20,2020-09-19,0,0,3.44,0.1,0,0,0,0,0,1.20
21,2020-09-20,0,0,3.32,0.2,0,0,0,0,2,1.16
22,2020-09-26,0,0,3.00,2.0,2,0,0,0,0,1.14
23,September,1,0,2.45,7.1,6,2,1,0,2,0.82
