,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-03-29,0,1,11.25,4.0,6,5,2,4,2,2.50
1,March,0,1,11.25,4.0,6,5,2,4,2,2.50
2,2018-04-03,0,0,4.91,7.0,4,1,0,1,7,1.36
3,2018-04-09,0,1,5.06,5.0,5,3,0,1,4,1.31
4,2018-04-15,0,1,5.57,5.0,8,4,0,1,5,1.43
5,2018-04-21,0,0,5.88,5.0,4,4,1,2,3,1.38
6,2018-04-27,0,1,4.91,7.0,6,1,0,1,5,1.30
7,April,0,3,4.03,29.0,27,13,1,6,24,1.14
8,2018-05-02,0,1,4.28,7.0,7,1,1,1,6,1.28
9,2018-05-08,0,0,4.37,5.1,7,3,0,0,6,1.28
10,2018-05-13,0,1,4.38,6.0,4,3,1,2,5,1.25
11,2018-05-19,0,1,4.55,6.0,5,4,0,1,2,1.22
12,2018-05-25,0,0,4.69,6.0,5,4,2,1,7,1.20
13,2018-05-30,0,0,4.41,6.0,3,1,1,2,6,1.17
14,May,0,3,3.96,36.1,31,16,5,7,32,1.05
15,2018-06-05,1,0,4.60,5.0,10,4,0,1,3,1.24
16,2018-06-10,0,1,4.59,6.0,6,3,1,0,5,1.22
17,2018-06-15,1,0,4.18,8.0,3,0,0,1,4,1.15
18,2018-06-20,0,1,4.40,5.2,8,5,0,2,5,1.19
19,June,2,2,4.38,24.2,27,12,1,4,17,1.26
20,2018-07-04,0,0,4.18,5.0,3,0,0,2,6,1.18
21,2018-07-09,0,0,4.13,5.2,7,2,1,1,4,1.19
22,2018-07-15,0,0,4.39,4.0,4,5,0,4,4,1.22
23,2018-07-23,0,1,4.63,4.0,6,5,2,2,4,1.25
24,2018-07-29,1,0,4.40,6.0,1,0,0,4,5,1.23
25,July,1,1,4.38,24.2,21,12,3,13,23,1.38
26,2018-08-04,0,1,4.66,5.0,8,6,3,2,3,1.26
27,2018-08-10,0,1,4.74,5.1,8,4,0,1,3,1.28
28,2018-08-15,0,0,4.74,0.0,0,0,0,0,0,1.28
29,2018-08-19,1,0,4.50,9.0,2,1,0,2,4,1.22
30,2018-08-28,0,0,4.56,6.0,6,4,1,3,2,1.24
31,August,1,2,5.33,25.1,24,15,4,8,12,1.26
32,2018-09-03,1,0,4.41,7.0,4,1,1,0,7,1.21
33,2018-09-11,1,0,4.29,6.1,4,1,1,3,5,1.20
34,2018-09-16,1,0,4.21,5.0,3,1,1,1,4,1.19
35,2018-09-22,1,0,4.07,5.2,3,0,0,1,2,1.17
36,2018-09-28,1,0,3.98,6.0,5,1,0,4,2,1.18
37,September,5,0,1.20,30.0,19,4,3,9,20,0.93
