,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-03-29,0,0,0.00,1,0,7.0,5,0,0,0,1,7,0.86
1,March,0,0,0.00,1,0,7.0,5,0,0,0,1,7,0.86
2,2018-04-04,0,0,0.69,1,0,6.0,5,2,1,0,2,8,1.00
3,2018-04-09,0,1,1.35,1,0,7.0,4,2,2,1,2,10,0.95
4,2018-04-15,0,1,1.40,1,0,5.2,7,3,1,0,2,6,1.09
5,2018-04-20,1,0,1.42,1,0,6.0,5,1,1,0,2,9,1.11
6,2018-04-26,0,1,2.97,1,0,4.2,11,8,7,2,1,4,1.29
7,April,1,3,3.68,5,0,29.1,32,16,12,3,9,37,1.40
8,2018-05-02,0,1,3.76,1,0,4.1,7,7,5,3,1,4,1.35
9,2018-05-08,0,1,5.31,1,0,0.0,5,7,7,4,2,0,1.52
10,2018-05-13,1,0,4.53,1,0,7.0,2,0,0,0,4,7,1.43
11,2018-05-19,0,1,4.70,1,0,6.0,5,4,4,3,2,8,1.40
12,2018-05-24,1,0,4.45,1,0,9.0,2,3,3,1,1,14,1.24
13,2018-05-29,0,1,4.46,1,0,6.0,11,3,3,2,0,6,1.30
14,May,2,4,6.12,6,0,32.1,32,24,22,13,10,39,1.30
15,2018-06-06,1,0,4.04,1,0,7.0,3,0,0,0,3,5,1.26
16,2018-06-11,0,0,3.66,1,0,8.0,3,0,0,0,2,7,1.20
17,2018-06-17,1,0,3.81,1,0,6.0,5,4,4,2,2,5,1.19
18,2018-06-23,1,0,3.75,1,0,6.1,7,2,2,0,2,8,1.21
19,June,3,0,1.98,4,0,27.1,18,6,6,2,9,25,0.99
20,2018-07-06,0,1,4.08,1,0,3.1,9,6,5,1,1,2,1.27
21,2018-07-11,0,1,4.35,1,0,4.0,5,5,5,1,4,3,1.31
22,2018-07-20,0,0,4.57,1,0,5.0,5,5,5,3,1,3,1.30
23,2018-07-29,1,0,4.53,1,0,7.0,4,3,3,3,0,7,1.26
24,July,1,2,8.38,4,0,19.1,23,19,18,8,6,15,1.50
25,2018-08-04,0,1,4.38,1,0,6.0,7,2,1,1,2,6,1.27
26,2018-08-10,0,0,4.70,1,0,5.0,8,8,7,2,4,3,1.31
27,2018-08-15,0,1,4.99,1,0,5.1,11,7,7,1,0,5,1.34
28,2018-08-21,0,1,5.31,1,0,4.0,10,7,7,3,0,3,1.38
29,2018-08-26,0,1,5.37,1,0,5.0,6,4,4,1,2,7,1.39
30,August,0,4,9.24,5,0,25.1,42,28,26,8,8,24,1.97
31,2018-09-01,0,0,5.36,1,0,5.1,8,3,3,1,1,8,1.40
32,2018-09-07,0,1,5.58,1,0,4.0,4,6,6,2,5,3,1.42
33,2018-09-13,1,0,5.48,1,0,6.0,6,2,2,1,0,8,1.40
34,2018-09-18,0,1,5.37,1,0,6.2,7,5,2,0,1,6,1.40
35,2018-09-24,0,1,5.49,1,0,3.0,5,4,4,1,3,5,1.42
36,2018-09-29,0,0,5.45,1,0,6.0,6,3,3,2,1,7,1.41
37,September,1,3,5.81,6,0,31.0,36,23,20,7,11,37,1.52
